Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.73046875,,Zero Index,349.73046875
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79784375e-07,9.37500000e-03,1.14062500e-02
-2.78984375e-07,1.05937500e-02,6.79687500e-03
-2.78184375e-07,1.84375000e-03,1.14062500e-02
-2.77384375e-07,5.78125000e-03,7.81250000e-04
-2.76584375e-07,1.00625000e-02,1.10156250e-02
-2.75784375e-07,7.37500000e-03,4.14062500e-03
-2.74984375e-07,5.81250000e-03,1.42968750e-02
-2.74184375e-07,5.65625000e-03,4.60937500e-03
-2.73384375e-07,8.65625000e-03,5.00000000e-03
-2.72584375e-07,8.15625000e-03,1.56250000e-03
-2.71784375e-07,1.07187500e-02,1.10156250e-02
-2.70984375e-07,6.12500000e-03,-1.32812500e-03
-2.70184375e-07,1.00000000e-03,2.57812500e-03
-2.69384375e-07,8.09375000e-03,-5.00000000e-03
-2.68584375e-07,7.84375000e-03,8.12500000e-03
-2.67784375e-07,9.87500000e-03,6.79687500e-03
-2.66984375e-07,4.28125000e-03,4.53125000e-03
-2.66184375e-07,9.43750000e-03,7.65625000e-03
-2.65384375e-07,3.75000000e-04,1.10156250e-02
-2.64584375e-07,3.90625000e-03,1.00781250e-02
-2.63784375e-07,5.03125000e-03,5.62500000e-03
-2.62984375e-07,8.37500000e-03,2.26562500e-03
-2.62184375e-07,1.75000000e-03,1.51562500e-02
-2.61384375e-07,1.15625000e-02,1.64062500e-02
-2.60584375e-07,3.53125000e-03,7.81250000e-04
-2.59784375e-07,7.84375000e-03,1.02343750e-02
-2.58984375e-07,3.40625000e-03,8.04687500e-03
-2.58184375e-07,7.75000000e-03,2.18750000e-03
-2.57384375e-07,2.71875000e-03,7.03125000e-03
-2.56584375e-07,1.04375000e-02,1.07031250e-02
-2.55784375e-07,-2.65625000e-03,4.84375000e-03
-2.54984375e-07,9.81250000e-03,8.59375000e-04
-2.54184375e-07,1.14687500e-02,-8.59375000e-04
-2.53384375e-07,1.27187500e-02,5.85937500e-03
-2.52584375e-07,2.62500000e-03,1.10156250e-02
-2.51784375e-07,4.09375000e-03,1.74218750e-02
-2.50984375e-07,8.71875000e-03,3.90625000e-03
-2.50184375e-07,6.56250000e-03,8.98437500e-03
-2.49384375e-07,3.87500000e-03,8.67187500e-03
-2.48584375e-07,4.71875000e-03,-7.65625000e-03
-2.47784375e-07,8.81250000e-03,1.39843750e-02
-2.46984375e-07,3.75000000e-03,7.89062500e-03
-2.46184375e-07,4.59375000e-03,1.23437500e-02
-2.45384375e-07,8.62500000e-03,1.12500000e-02
-2.44584375e-07,2.75000000e-03,8.75000000e-03
-2.43784375e-07,1.19062500e-02,2.03125000e-03
-2.42984375e-07,6.84375000e-03,5.07812500e-03
-2.42184375e-07,5.84375000e-03,2.10937500e-03
-2.41384375e-07,7.03125000e-03,4.60937500e-03
-2.40584375e-07,9.87500000e-03,1.41406250e-02
-2.39784375e-07,-1.25000000e-04,7.50000000e-03
-2.38984375e-07,1.00312500e-02,1.27343750e-02
-2.38184375e-07,1.06250000e-02,-2.50000000e-03
-2.37384375e-07,5.90625000e-03,1.57812500e-02
-2.36584375e-07,3.50000000e-03,1.38281250e-02
-2.35784375e-07,8.34375000e-03,3.35937500e-03
-2.34984375e-07,7.90625000e-03,7.65625000e-03
-2.34184375e-07,6.71875000e-03,1.39843750e-02
-2.33384375e-07,3.75000000e-03,4.06250000e-03
-2.32584375e-07,6.59375000e-03,1.15625000e-02
-2.31784375e-07,1.84375000e-03,3.35937500e-03
-2.30984375e-07,5.12500000e-03,1.69531250e-02
-2.30184375e-07,-8.43750000e-04,1.04687500e-02
-2.29384375e-07,3.03125000e-03,1.00781250e-02
-2.28584375e-07,6.43750000e-03,7.96875000e-03
-2.27784375e-07,1.02812500e-02,5.54687500e-03
-2.26984375e-07,9.06250000e-04,1.28125000e-02
-2.26184375e-07,5.93750000e-03,1.25781250e-02
-2.25384375e-07,7.15625000e-03,9.29687500e-03
-2.24584375e-07,5.78125000e-03,1.00000000e-02
-2.23784375e-07,2.12500000e-03,7.34375000e-03
-2.22984375e-07,4.68750000e-03,1.56250000e-03
-2.22184375e-07,5.93750000e-03,1.75781250e-02
-2.21384375e-07,3.96875000e-03,9.06250000e-03
-2.20584375e-07,6.12500000e-03,8.90625000e-03
-2.19784375e-07,5.65625000e-03,1.25781250e-02
-2.18984375e-07,4.84375000e-03,4.68750000e-03
-2.18184375e-07,6.34375000e-03,1.14843750e-02
-2.17384375e-07,6.25000000e-05,9.92187500e-03
-2.16584375e-07,9.65625000e-03,5.31250000e-03
-2.15784375e-07,3.34375000e-03,2.26562500e-03
-2.14984375e-07,1.27812500e-02,1.14843750e-02
-2.14184375e-07,2.81250000e-04,4.14062500e-03
-2.13384375e-07,8.62500000e-03,1.15625000e-02
-2.12584375e-07,7.68750000e-03,4.06250000e-03
-2.11784375e-07,1.18125000e-02,1.35937500e-02
-2.10984375e-07,-1.12500000e-03,8.59375000e-03
-2.10184375e-07,6.46875000e-03,9.53125000e-03
-2.09384375e-07,3.59375000e-03,9.37500000e-03
-2.08584375e-07,6.81250000e-03,1.20312500e-02
-2.07784375e-07,3.18750000e-03,7.96875000e-03
-2.06984375e-07,1.00312500e-02,8.75000000e-03
-2.06184375e-07,3.46875000e-03,6.64062500e-03
-2.05384375e-07,7.34375000e-03,4.92187500e-03
-2.04584375e-07,-8.75000000e-04,1.07812500e-02
-2.03784375e-07,1.84375000e-03,5.39062500e-03
-2.02984375e-07,6.03125000e-03,8.20312500e-03
-2.02184375e-07,1.02500000e-02,6.79687500e-03
-2.01384375e-07,2.00000000e-03,8.90625000e-03
-2.00584375e-07,2.59375000e-03,9.45312500e-03
-1.99784375e-07,8.59375000e-03,9.45312500e-03
-1.98984375e-07,6.18750000e-03,1.27343750e-02
-1.98184375e-07,9.37500000e-03,1.32812500e-02
-1.97384375e-07,5.96875000e-03,4.06250000e-03
-1.96584375e-07,1.03437500e-02,1.69531250e-02
-1.95784375e-07,8.12500000e-03,1.70312500e-02
-1.94984375e-07,5.68750000e-03,1.32031250e-02
-1.94184375e-07,4.40625000e-03,1.23437500e-02
-1.93384375e-07,1.21875000e-03,5.93750000e-03
-1.92584375e-07,1.25625000e-02,6.64062500e-03
-1.91784375e-07,4.31250000e-03,5.54687500e-03
-1.90984375e-07,5.00000000e-03,1.59375000e-02
-1.90184375e-07,4.03125000e-03,-7.03125000e-04
-1.89384375e-07,1.15937500e-02,1.03125000e-02
-1.88584375e-07,2.06250000e-03,3.35937500e-03
-1.87784375e-07,9.93750000e-03,1.03125000e-02
-1.86984375e-07,4.21875000e-03,3.43750000e-03
-1.86184375e-07,1.23125000e-02,2.09375000e-02
-1.85384375e-07,2.90625000e-03,8.28125000e-03
-1.84584375e-07,9.46875000e-03,7.57812500e-03
-1.83784375e-07,4.59375000e-03,1.19531250e-02
-1.82984375e-07,9.34375000e-03,7.34375000e-03
-1.82184375e-07,3.12500000e-04,1.14062500e-02
-1.81384375e-07,8.37500000e-03,1.32812500e-02
-1.80584375e-07,7.03125000e-03,6.48437500e-03
-1.79784375e-07,1.03750000e-02,6.17187500e-03
-1.78984375e-07,9.68750000e-04,6.71875000e-03
-1.78184375e-07,5.75000000e-03,8.75000000e-03
-1.77384375e-07,8.25000000e-03,3.98437500e-03
-1.76584375e-07,1.08750000e-02,-1.71875000e-03
-1.75784375e-07,3.12500000e-03,-2.89062500e-03
-1.74984375e-07,5.25000000e-03,9.29687500e-03
-1.74184375e-07,5.28125000e-03,1.14843750e-02
-1.73384375e-07,7.50000000e-03,1.42187500e-02
-1.72584375e-07,2.53125000e-03,1.44531250e-02
-1.71784375e-07,6.87500000e-03,-2.57812500e-03
-1.70984375e-07,4.37500000e-03,1.57031250e-02
-1.70184375e-07,5.25000000e-03,1.79687500e-03
-1.69384375e-07,6.68750000e-03,4.68750000e-04
-1.68584375e-07,5.43750000e-03,9.60937500e-03
-1.67784375e-07,1.40625000e-03,7.50000000e-03
-1.66984375e-07,5.43750000e-03,1.41406250e-02
-1.66184375e-07,2.71875000e-03,8.59375000e-03
-1.65384375e-07,5.18750000e-03,1.00781250e-02
-1.64584375e-07,6.43750000e-03,4.06250000e-03
-1.63784375e-07,1.20625000e-02,1.35156250e-02
-1.62984375e-07,-6.87500000e-04,1.87500000e-03
-1.62184375e-07,9.43750000e-03,7.03125000e-03
-1.61384375e-07,6.28125000e-03,3.43750000e-03
-1.60584375e-07,1.26250000e-02,5.78125000e-03
-1.59784375e-07,3.62500000e-03,1.61718750e-02
-1.58984375e-07,1.06875000e-02,1.25781250e-02
-1.58184375e-07,7.87500000e-03,7.34375000e-03
-1.57384375e-07,6.90625000e-03,1.15625000e-02
-1.56584375e-07,5.03125000e-03,1.46093750e-02
-1.55784375e-07,1.23437500e-02,1.85937500e-02
-1.54984375e-07,4.65625000e-03,1.08593750e-02
-1.54184375e-07,1.00937500e-02,4.06250000e-03
-1.53384375e-07,4.21875000e-03,1.19531250e-02
-1.52584375e-07,1.31250000e-03,2.03125000e-03
-1.51784375e-07,6.28125000e-03,7.57812500e-03
-1.50984375e-07,8.50000000e-03,5.46875000e-03
-1.50184375e-07,3.59375000e-03,1.73437500e-02
-1.49384375e-07,7.15625000e-03,1.17187500e-03
-1.48584375e-07,6.28125000e-03,3.67187500e-03
-1.47784375e-07,8.09375000e-03,3.59375000e-03
-1.46984375e-07,4.84375000e-03,1.16406250e-02
-1.46184375e-07,5.96875000e-03,7.42187500e-03
-1.45384375e-07,4.15625000e-03,1.28906250e-02
-1.44584375e-07,6.06250000e-03,1.78906250e-02
-1.43784375e-07,6.31250000e-03,1.43750000e-02
-1.42984375e-07,5.62500000e-03,1.95312500e-03
-1.42184375e-07,6.21875000e-03,9.53125000e-03
