Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.11328125,,Zero Index,349.11328125
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79290625e-07,7.03125000e-03,1.00000000e-02
-2.78490625e-07,9.78125000e-03,1.13281250e-02
-2.77690625e-07,6.75000000e-03,1.02343750e-02
-2.76890625e-07,2.00000000e-03,1.27343750e-02
-2.76090625e-07,2.34375000e-03,1.00781250e-02
-2.75290625e-07,7.40625000e-03,1.47656250e-02
-2.74490625e-07,5.75000000e-03,1.05468750e-02
-2.73690625e-07,6.59375000e-03,6.09375000e-03
-2.72890625e-07,6.46875000e-03,1.35156250e-02
-2.72090625e-07,4.40625000e-03,1.64843750e-02
-2.71290625e-07,5.43750000e-03,6.56250000e-03
-2.70490625e-07,6.56250000e-04,1.53906250e-02
-2.69690625e-07,4.09375000e-03,7.10937500e-03
-2.68890625e-07,4.09375000e-03,6.87500000e-03
-2.68090625e-07,1.00625000e-02,1.06250000e-02
-2.67290625e-07,8.12500000e-04,3.35937500e-03
-2.66490625e-07,1.02187500e-02,8.90625000e-03
-2.65690625e-07,9.50000000e-03,-4.68750000e-04
-2.64890625e-07,8.81250000e-03,1.32031250e-02
-2.64090625e-07,1.09375000e-03,1.78906250e-02
-2.63290625e-07,1.25000000e-02,1.12500000e-02
-2.62490625e-07,4.09375000e-03,7.42187500e-03
-2.61690625e-07,5.31250000e-03,1.60937500e-02
-2.60890625e-07,6.12500000e-03,9.14062500e-03
-2.60090625e-07,9.09375000e-03,1.14843750e-02
-2.59290625e-07,4.68750000e-03,1.10937500e-02
-2.58490625e-07,1.02812500e-02,-2.50000000e-03
-2.57690625e-07,5.75000000e-03,1.83593750e-02
-2.56890625e-07,4.12500000e-03,1.03906250e-02
-2.56090625e-07,7.84375000e-03,7.50000000e-03
-2.55290625e-07,1.02500000e-02,8.67187500e-03
-2.54490625e-07,2.71875000e-03,5.39062500e-03
-2.53690625e-07,8.62500000e-03,9.37500000e-04
-2.52890625e-07,1.06562500e-02,7.10937500e-03
-2.52090625e-07,5.65625000e-03,1.74218750e-02
-2.51290625e-07,5.09375000e-03,1.06250000e-02
-2.50490625e-07,7.75000000e-03,1.73437500e-02
-2.49690625e-07,6.53125000e-03,1.24218750e-02
-2.48890625e-07,5.59375000e-03,1.07031250e-02
-2.48090625e-07,6.87500000e-03,1.19531250e-02
-2.47290625e-07,3.00000000e-03,1.39062500e-02
-2.46490625e-07,4.00000000e-03,1.44531250e-02
-2.45690625e-07,6.59375000e-03,1.24218750e-02
-2.44890625e-07,4.06250000e-03,8.51562500e-03
-2.44090625e-07,3.96875000e-03,9.29687500e-03
-2.43290625e-07,4.59375000e-03,7.26562500e-03
-2.42490625e-07,9.28125000e-03,6.71875000e-03
-2.41690625e-07,5.87500000e-03,8.75000000e-03
-2.40890625e-07,5.15625000e-03,6.09375000e-03
-2.40090625e-07,4.34375000e-03,6.87500000e-03
-2.39290625e-07,1.07187500e-02,1.54687500e-02
-2.38490625e-07,1.03125000e-03,6.56250000e-03
-2.37690625e-07,8.62500000e-03,1.29687500e-02
-2.36890625e-07,1.25000000e-03,1.97656250e-02
-2.36090625e-07,9.90625000e-03,1.04687500e-02
-2.35290625e-07,4.81250000e-03,1.25781250e-02
-2.34490625e-07,5.37500000e-03,6.56250000e-03
-2.33690625e-07,3.31250000e-03,1.66406250e-02
-2.32890625e-07,1.02500000e-02,2.42187500e-03
-2.32090625e-07,3.81250000e-03,1.02343750e-02
-2.31290625e-07,9.06250000e-03,9.14062500e-03
