Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.07812500,,Zero Index,349.07812500
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79262500e-07,1.27812500e-02,2.03125000e-03
-2.78462500e-07,8.15625000e-03,9.14062500e-03
-2.77662500e-07,7.93750000e-03,2.19531250e-02
-2.76862500e-07,2.18750000e-03,4.37500000e-03
-2.76062500e-07,7.78125000e-03,2.96875000e-03
-2.75262500e-07,7.56250000e-03,3.51562500e-03
-2.74462500e-07,1.02187500e-02,5.07812500e-03
-2.73662500e-07,4.93750000e-03,9.60937500e-03
-2.72862500e-07,5.96875000e-03,9.45312500e-03
-2.72062500e-07,1.26562500e-02,1.01562500e-02
-2.71262500e-07,7.21875000e-03,1.26562500e-02
-2.70462500e-07,7.06250000e-03,7.81250000e-05
-2.69662500e-07,3.71875000e-03,3.20312500e-03
-2.68862500e-07,1.19062500e-02,6.32812500e-03
-2.68062500e-07,5.71875000e-03,1.76562500e-02
-2.67262500e-07,8.21875000e-03,1.57812500e-02
-2.66462500e-07,4.34375000e-03,1.32812500e-03
-2.65662500e-07,5.00000000e-03,6.95312500e-03
-2.64862500e-07,1.17812500e-02,-4.68750000e-04
-2.64062500e-07,7.46875000e-03,5.23437500e-03
-2.63262500e-07,9.00000000e-03,1.21875000e-02
-2.62462500e-07,3.56250000e-03,5.54687500e-03
-2.61662500e-07,1.08437500e-02,1.89062500e-02
-2.60862500e-07,3.31250000e-03,7.73437500e-03
-2.60062500e-07,8.06250000e-03,4.29687500e-03
-2.59262500e-07,5.84375000e-03,4.92187500e-03
