Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.84765625,,Zero Index,349.84765625
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79878125e-07,6.06250000e-03,1.28906250e-02
-2.79078125e-07,3.84375000e-03,1.06250000e-02
-2.78278125e-07,5.12500000e-03,6.17187500e-03
-2.77478125e-07,7.28125000e-03,1.28906250e-02
-2.76678125e-07,3.12500000e-03,1.06250000e-02
-2.75878125e-07,9.09375000e-03,9.45312500e-03
-2.75078125e-07,3.65625000e-03,7.42187500e-03
-2.74278125e-07,7.06250000e-03,9.53125000e-03
-2.73478125e-07,6.15625000e-03,1.13281250e-02
-2.72678125e-07,6.25000000e-03,2.73437500e-03
-2.71878125e-07,2.25000000e-03,1.16406250e-02
-2.71078125e-07,5.90625000e-03,8.67187500e-03
-2.70278125e-07,2.56250000e-03,8.20312500e-03
-2.69478125e-07,8.65625000e-03,1.60156250e-02
-2.68678125e-07,4.31250000e-03,2.57812500e-03
-2.67878125e-07,1.15937500e-02,1.01562500e-03
-2.67078125e-07,5.03125000e-03,8.35937500e-03
-2.66278125e-07,5.68750000e-03,1.40625000e-02
-2.65478125e-07,4.59375000e-03,-2.57812500e-03
-2.64678125e-07,9.65625000e-03,1.05468750e-02
-2.63878125e-07,3.81250000e-03,5.39062500e-03
-2.63078125e-07,6.53125000e-03,1.03906250e-02
-2.62278125e-07,2.59375000e-03,1.32812500e-02
-2.61478125e-07,7.25000000e-03,3.43750000e-03
-2.60678125e-07,7.71875000e-03,8.28125000e-03
-2.59878125e-07,1.17812500e-02,1.28125000e-02
-2.59078125e-07,5.68750000e-03,1.39062500e-02
-2.58278125e-07,3.59375000e-03,1.32812500e-03
-2.57478125e-07,5.62500000e-03,5.62500000e-03
-2.56678125e-07,7.56250000e-03,8.12500000e-03
-2.55878125e-07,5.65625000e-03,2.26562500e-03
-2.55078125e-07,3.34375000e-03,1.10937500e-02
-2.54278125e-07,9.15625000e-03,1.40625000e-02
-2.53478125e-07,4.62500000e-03,2.26562500e-02
-2.52678125e-07,6.84375000e-03,1.09375000e-02
-2.51878125e-07,5.65625000e-03,7.81250000e-04
-2.51078125e-07,4.34375000e-03,1.02343750e-02
-2.50278125e-07,2.56250000e-03,5.39062500e-03
-2.49478125e-07,3.50000000e-03,1.02343750e-02
-2.48678125e-07,4.18750000e-03,1.19531250e-02
-2.47878125e-07,3.50000000e-03,9.37500000e-03
-2.47078125e-07,4.93750000e-03,1.33593750e-02
-2.46278125e-07,2.81250000e-04,7.26562500e-03
-2.45478125e-07,6.87500000e-03,1.60937500e-02
-2.44678125e-07,6.78125000e-03,3.12500000e-03
-2.43878125e-07,3.43750000e-03,9.68750000e-03
-2.43078125e-07,-3.43750000e-04,9.92187500e-03
-2.42278125e-07,9.12500000e-03,8.82812500e-03
-2.41478125e-07,1.46875000e-03,8.67187500e-03
-2.40678125e-07,1.05625000e-02,8.20312500e-03
-2.39878125e-07,1.15625000e-03,1.59375000e-02
-2.39078125e-07,8.00000000e-03,1.25000000e-03
-2.38278125e-07,2.28125000e-03,9.60937500e-03
-2.37478125e-07,9.09375000e-03,5.93750000e-03
