Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.96484375,,Zero Index,349.96484375
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79971875e-07,2.28125000e-03,9.53125000e-03
-2.79171875e-07,5.65625000e-03,1.28125000e-02
-2.78371875e-07,8.06250000e-03,8.12500000e-03
-2.77571875e-07,1.00625000e-02,1.74218750e-02
-2.76771875e-07,2.65625000e-03,5.23437500e-03
-2.75971875e-07,4.34375000e-03,1.22656250e-02
-2.75171875e-07,1.02812500e-02,9.84375000e-03
-2.74371875e-07,1.15312500e-02,4.14062500e-03
-2.73571875e-07,5.06250000e-03,7.57812500e-03
-2.72771875e-07,5.31250000e-03,1.21875000e-02
-2.71971875e-07,4.00000000e-03,1.86718750e-02
-2.71171875e-07,7.34375000e-03,1.50781250e-02
-2.70371875e-07,7.09375000e-03,5.93750000e-03
-2.69571875e-07,3.46875000e-03,8.90625000e-03
-2.68771875e-07,-2.81250000e-04,2.19531250e-02
-2.67971875e-07,9.09375000e-03,1.15625000e-02
-2.67171875e-07,6.87500000e-03,6.71875000e-03
-2.66371875e-07,8.81250000e-03,1.26562500e-02
-2.65571875e-07,6.09375000e-03,1.13281250e-02
-2.64771875e-07,9.53125000e-03,1.52343750e-02
-2.63971875e-07,3.09375000e-03,5.15625000e-03
-2.63171875e-07,1.09687500e-02,1.33593750e-02
-2.62371875e-07,9.53125000e-03,-8.67187500e-03
-2.61571875e-07,6.18750000e-03,1.40625000e-02
-2.60771875e-07,1.53125000e-03,1.77343750e-02
-2.59971875e-07,6.31250000e-03,7.96875000e-03
-2.59171875e-07,4.15625000e-03,8.67187500e-03
-2.58371875e-07,5.18750000e-03,8.67187500e-03
-2.57571875e-07,5.40625000e-03,2.73437500e-03
-2.56771875e-07,7.46875000e-03,7.65625000e-03
-2.55971875e-07,3.71875000e-03,9.29687500e-03
-2.55171875e-07,7.28125000e-03,5.54687500e-03
-2.54371875e-07,1.71875000e-03,8.75000000e-03
-2.53571875e-07,3.75000000e-03,2.89062500e-03
-2.52771875e-07,5.53125000e-03,7.03125000e-03
-2.51971875e-07,1.18750000e-02,9.53125000e-03
-2.51171875e-07,6.00000000e-03,1.21093750e-02
-2.50371875e-07,2.78125000e-03,9.37500000e-03
-2.49571875e-07,6.00000000e-03,1.14062500e-02
-2.48771875e-07,7.46875000e-03,8.04687500e-03
-2.47971875e-07,6.62500000e-03,1.01562500e-02
-2.47171875e-07,5.00000000e-03,1.20312500e-02
-2.46371875e-07,6.56250000e-03,8.04687500e-03
-2.45571875e-07,6.81250000e-03,2.13281250e-02
-2.44771875e-07,6.25000000e-03,8.98437500e-03
-2.43971875e-07,6.71875000e-03,1.14062500e-02
