Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.79296875,,Zero Index,349.79296875
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79834375e-07,7.09375000e-03,2.73437500e-03
-2.79034375e-07,-1.78125000e-03,4.45312500e-03
-2.78234375e-07,5.21875000e-03,1.09375000e-02
-2.77434375e-07,3.53125000e-03,6.87500000e-03
-2.76634375e-07,4.68750000e-03,1.89062500e-02
-2.75834375e-07,1.50000000e-03,1.38281250e-02
-2.75034375e-07,6.65625000e-03,1.19531250e-02
-2.74234375e-07,2.93750000e-03,9.92187500e-03
-2.73434375e-07,3.12500000e-03,8.67187500e-03
-2.72634375e-07,1.34375000e-03,8.59375000e-04
-2.71834375e-07,8.56250000e-03,1.63281250e-02
-2.71034375e-07,2.53125000e-03,1.44531250e-02
-2.70234375e-07,6.00000000e-03,1.66406250e-02
-2.69434375e-07,4.15625000e-03,1.03125000e-02
-2.68634375e-07,4.40625000e-03,2.73437500e-03
-2.67834375e-07,1.06250000e-02,3.51562500e-03
-2.67034375e-07,1.15625000e-02,1.22656250e-02
-2.66234375e-07,2.31250000e-03,9.21875000e-03
-2.65434375e-07,3.34375000e-03,4.92187500e-03
-2.64634375e-07,8.50000000e-03,1.01562500e-02
-2.63834375e-07,2.37500000e-03,1.07812500e-02
-2.63034375e-07,6.68750000e-03,6.64062500e-03
-2.62234375e-07,6.87500000e-03,-3.12500000e-04
-2.61434375e-07,8.09375000e-03,9.06250000e-03
-2.60634375e-07,4.90625000e-03,1.81250000e-02
-2.59834375e-07,6.06250000e-03,1.70312500e-02
-2.59034375e-07,5.43750000e-03,-6.25000000e-04
-2.58234375e-07,4.15625000e-03,1.56250000e-02
-2.57434375e-07,3.09375000e-03,9.76562500e-03
-2.56634375e-07,4.37500000e-03,7.42187500e-03
-2.55834375e-07,5.18750000e-03,5.39062500e-03
-2.55034375e-07,4.43750000e-03,4.84375000e-03
-2.54234375e-07,1.07812500e-02,7.65625000e-03
-2.53434375e-07,3.00000000e-03,1.54687500e-02
-2.52634375e-07,1.10937500e-02,1.79687500e-02
-2.51834375e-07,8.18750000e-03,1.71093750e-02
-2.51034375e-07,9.56250000e-03,6.56250000e-03
-2.50234375e-07,-2.06250000e-03,1.87500000e-02
-2.49434375e-07,5.18750000e-03,9.68750000e-03
-2.48634375e-07,5.62500000e-03,1.34375000e-02
-2.47834375e-07,7.78125000e-03,2.10156250e-02
-2.47034375e-07,4.78125000e-03,8.98437500e-03
-2.46234375e-07,8.06250000e-03,1.00781250e-02
-2.45434375e-07,4.18750000e-03,1.52343750e-02
-2.44634375e-07,6.78125000e-03,1.64062500e-02
-2.43834375e-07,3.56250000e-03,1.43750000e-02
-2.43034375e-07,1.78125000e-03,7.18750000e-03
-2.42234375e-07,7.28125000e-03,1.13281250e-02
-2.41434375e-07,8.87500000e-03,1.52343750e-02
-2.40634375e-07,1.78125000e-03,1.50781250e-02
-2.39834375e-07,4.00000000e-03,8.51562500e-03
-2.39034375e-07,8.12500000e-03,1.32031250e-02
-2.38234375e-07,5.09375000e-03,8.59375000e-03
-2.37434375e-07,2.28125000e-03,1.66406250e-02
-2.36634375e-07,4.56250000e-03,9.76562500e-03
-2.35834375e-07,4.37500000e-03,1.78906250e-02
-2.35034375e-07,9.68750000e-04,5.00000000e-03
-2.34234375e-07,4.21875000e-03,1.14062500e-02
-2.33434375e-07,4.25000000e-03,5.78125000e-03
-2.32634375e-07,7.81250000e-04,6.17187500e-03
-2.31834375e-07,1.04375000e-02,1.00000000e-02
-2.31034375e-07,1.75000000e-03,6.71875000e-03
-2.30234375e-07,1.46875000e-03,8.75000000e-03
-2.29434375e-07,6.18750000e-03,1.46875000e-02
-2.28634375e-07,1.05312500e-02,5.78125000e-03
-2.27834375e-07,-2.84375000e-03,6.87500000e-03
-2.27034375e-07,8.03125000e-03,6.71875000e-03
-2.26234375e-07,3.68750000e-03,1.35156250e-02
-2.25434375e-07,3.40625000e-03,1.17968750e-02
-2.24634375e-07,9.37500000e-05,1.07812500e-02
-2.23834375e-07,6.62500000e-03,1.39062500e-02
-2.23034375e-07,-3.00000000e-03,1.00000000e-02
-2.22234375e-07,6.46875000e-03,1.98437500e-02
-2.21434375e-07,2.09375000e-03,5.70312500e-03
-2.20634375e-07,1.10625000e-02,1.00781250e-02
-2.19834375e-07,-6.25000000e-05,9.92187500e-03
-2.19034375e-07,1.01875000e-02,1.13281250e-02
-2.18234375e-07,9.06250000e-04,1.12500000e-02
-2.17434375e-07,1.03437500e-02,5.93750000e-03
-2.16634375e-07,7.87500000e-03,1.21093750e-02
-2.15834375e-07,1.38437500e-02,1.39062500e-02
-2.15034375e-07,5.62500000e-04,8.59375000e-03
-2.14234375e-07,9.65625000e-03,1.20312500e-02
-2.13434375e-07,7.43750000e-03,1.18750000e-02
-2.12634375e-07,3.93750000e-03,1.26562500e-02
-2.11834375e-07,6.06250000e-03,1.57812500e-02
-2.11034375e-07,5.75000000e-03,7.81250000e-03
-2.10234375e-07,9.31250000e-03,1.72656250e-02
-2.09434375e-07,4.96875000e-03,-1.64062500e-03
-2.08634375e-07,1.03750000e-02,7.81250000e-03
-2.07834375e-07,8.03125000e-03,1.32031250e-02
-2.07034375e-07,3.43750000e-03,1.26562500e-02
-2.06234375e-07,1.13750000e-02,3.28125000e-03
-2.05434375e-07,4.34375000e-03,1.63281250e-02
-2.04634375e-07,5.68750000e-03,1.69531250e-02
-2.03834375e-07,-1.75000000e-03,1.00000000e-02
-2.03034375e-07,9.06250000e-03,1.96875000e-02
-2.02234375e-07,1.50000000e-03,4.45312500e-03
-2.01434375e-07,1.05000000e-02,1.33593750e-02
-2.00634375e-07,6.37500000e-03,1.11718750e-02
-1.99834375e-07,7.21875000e-03,1.17968750e-02
-1.99034375e-07,2.28125000e-03,5.39062500e-03
-1.98234375e-07,6.00000000e-03,1.85937500e-02
-1.97434375e-07,2.31250000e-03,5.78125000e-03
-1.96634375e-07,3.56250000e-03,1.53906250e-02
-1.95834375e-07,-6.25000000e-04,3.90625000e-04
-1.95034375e-07,9.21875000e-03,1.23437500e-02
-1.94234375e-07,4.28125000e-03,9.76562500e-03
-1.93434375e-07,3.34375000e-03,3.51562500e-03
-1.92634375e-07,9.06250000e-04,1.94531250e-02
-1.91834375e-07,6.18750000e-03,9.68750000e-03
-1.91034375e-07,4.93750000e-03,6.79687500e-03
-1.90234375e-07,1.23750000e-02,1.67187500e-02
-1.89434375e-07,1.15625000e-03,1.50781250e-02
-1.88634375e-07,6.40625000e-03,1.44531250e-02
-1.87834375e-07,7.43750000e-03,3.75000000e-03
-1.87034375e-07,4.68750000e-03,4.84375000e-03
-1.86234375e-07,7.15625000e-03,7.42187500e-03
-1.85434375e-07,3.93750000e-03,1.01562500e-02
-1.84634375e-07,5.18750000e-03,1.53125000e-02
-1.83834375e-07,5.87500000e-03,1.45312500e-02
-1.83034375e-07,5.62500000e-03,1.71875000e-02
-1.82234375e-07,3.68750000e-03,1.30468750e-02
-1.81434375e-07,4.81250000e-03,5.23437500e-03
-1.80634375e-07,8.53125000e-03,8.12500000e-03
-1.79834375e-07,6.09375000e-03,1.72656250e-02
-1.79034375e-07,3.53125000e-03,1.10156250e-02
-1.78234375e-07,3.00000000e-03,8.59375000e-03
-1.77434375e-07,7.03125000e-03,5.23437500e-03
-1.76634375e-07,-1.21875000e-03,6.17187500e-03
-1.75834375e-07,5.59375000e-03,8.04687500e-03
-1.75034375e-07,4.21875000e-03,4.76562500e-03
-1.74234375e-07,9.03125000e-03,1.27343750e-02
-1.73434375e-07,0.00000000e+00,1.32812500e-03
-1.72634375e-07,7.93750000e-03,1.03906250e-02
-1.71834375e-07,4.68750000e-04,1.13281250e-02
-1.71034375e-07,8.37500000e-03,1.34375000e-02
-1.70234375e-07,4.15625000e-03,1.46093750e-02
-1.69434375e-07,8.71875000e-03,1.65625000e-02
-1.68634375e-07,3.90625000e-03,1.17187500e-02
-1.67834375e-07,1.08750000e-02,9.92187500e-03
-1.67034375e-07,2.50000000e-03,1.31250000e-02
-1.66234375e-07,3.28125000e-03,1.87500000e-03
-1.65434375e-07,5.12500000e-03,4.29687500e-03
-1.64634375e-07,9.21875000e-03,1.54687500e-02
-1.63834375e-07,3.18750000e-03,1.11718750e-02
-1.63034375e-07,5.21875000e-03,1.07031250e-02
-1.62234375e-07,1.00625000e-02,6.64062500e-03
-1.61434375e-07,5.71875000e-03,1.55468750e-02
-1.60634375e-07,4.78125000e-03,1.50781250e-02
-1.59834375e-07,3.78125000e-03,1.06250000e-02
