Model,MSO64B
Channel,CH1,,Channel,CH2,,Channel,REF1,,Channel,REF2
Label,,,Label,,,Label,CH1,,Label,CH2
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000,,Record Length,5000,,Record Length,5000
Zero Index,349.87500000,,Zero Index,349.87500000,,Zero Index,349.11328125,,Zero Index,349.11328125
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000,,yPosition,2.160000,,yPosition,2.180000

Labels,,,,Labels,CH1,,Labels,CH2
1.86500000e-07,7.81250000e-03,7.57812500e-03,,1.87109375e-07,3.43749998e-03,,1.87109375e-07,1.07812500e-02
1.87300000e-07,-1.37500000e-03,2.10937500e-03,,1.87909375e-07,2.53125001e-03,,1.87909375e-07,1.05468752e-02
1.88100000e-07,6.93750000e-03,1.10937500e-02,,1.88709375e-07,1.75000005e-03,,1.88709375e-07,1.17968749e-02
1.88900000e-07,9.37500000e-05,1.79687500e-02,,1.89509375e-07,7.03124981e-03,,1.89509375e-07,7.81250000e-03
1.89700000e-07,5.62500000e-03,1.44531250e-02,,1.90309375e-07,4.15625004e-03,,1.90309375e-07,5.31250006e-03
1.90500000e-07,-8.12500000e-04,5.85937500e-03,,1.91109375e-07,6.40624994e-03,,1.91109375e-07,7.34374998e-03
1.91300000e-07,5.00000000e-04,6.09375000e-03,,1.91909375e-07,5.87499980e-03,,1.91909375e-07,8.75000004e-03
1.92100000e-07,8.18750000e-03,-4.68750000e-04,,1.92709375e-07,9.40624997e-03,,1.92709375e-07,1.53125003e-02
1.92900000e-07,5.90625000e-03,1.57031250e-02,,1.93509375e-07,9.06249974e-04,,1.93509375e-07,3.90625000e-03
1.93700000e-07,1.59375000e-03,7.10937500e-03,,1.94309375e-07,1.00937504e-02,,1.94309375e-07,1.08593749e-02
1.94500000e-07,3.37500000e-03,7.57812500e-03,,1.95109375e-07,5.78125007e-03,,1.95109375e-07,7.26562506e-03
1.95300000e-07,7.84375000e-03,6.01562500e-03,,1.95909375e-07,9.03125014e-03,,1.95909375e-07,1.21093746e-02
1.96100000e-07,6.21875000e-03,5.00000000e-03,,1.96709375e-07,2.06249999e-03,,1.96709375e-07,7.34374998e-03
1.96900000e-07,5.00000000e-03,9.53125000e-03,,1.97509375e-07,9.56249982e-03,,1.97509375e-07,1.60937496e-02
1.97700000e-07,1.43750000e-03,4.92187500e-03,,1.98309375e-07,6.50000013e-03,,1.98309375e-07,1.03906253e-02
1.98500000e-07,6.71875000e-03,1.62500000e-02,,1.99109375e-07,7.68750021e-03,,1.99109375e-07,7.96874985e-03
1.99300000e-07,3.31250000e-03,1.46093750e-02,,1.99909375e-07,2.03124993e-03,,1.99909375e-07,7.03125028e-04
2.00100000e-07,4.12500000e-03,1.32812500e-02,,2.00709375e-07,7.65625015e-03,,2.00709375e-07,5.07812481e-03
2.00900000e-07,5.50000000e-03,6.09375000e-03,,2.01509375e-07,3.03125009e-03,,2.01509375e-07,1.41406246e-02
2.01700000e-07,3.25000000e-03,2.21093750e-02,,2.02309375e-07,6.93750009e-03,,2.02309375e-07,1.59374997e-02
2.02500000e-07,7.75000000e-03,1.29687500e-02,,2.03109375e-07,3.78124998e-03,,2.03109375e-07,4.60937480e-03
2.03300000e-07,3.56250000e-03,1.59375000e-02,,2.03909375e-07,2.96874996e-03,,2.03909375e-07,1.42968753e-02
2.04100000e-07,3.93750000e-03,8.28125000e-03,,2.04709375e-07,1.01562496e-02,,2.04709375e-07,1.84374992e-02
2.04900000e-07,3.12500000e-03,2.10937500e-03,,2.05509375e-07,1.03125004e-02,,2.05509375e-07,1.25000002e-02
2.05700000e-07,1.16250000e-02,8.12500000e-03,,2.06309375e-07,7.18750001e-04,,2.06309375e-07,7.26562506e-03
2.06500000e-07,-2.25000000e-03,2.18750000e-03,,2.07109375e-07,9.12499987e-03,,2.07109375e-07,1.26562500e-02
2.07300000e-07,6.62500000e-03,1.09375000e-02,,2.07909375e-07,5.81250014e-03,,2.07909375e-07,6.56249980e-03
2.08100000e-07,6.15625000e-03,8.04687500e-03,,2.08709375e-07,4.40625008e-03,,2.08709375e-07,1.07812500e-02
2.08900000e-07,7.75000000e-03,6.17187500e-03,,2.09509375e-07,4.21875017e-03,,2.09509375e-07,4.60937480e-03
2.09700000e-07,4.18750000e-03,6.95312500e-03,,2.10309375e-07,4.18750010e-03,,2.10309375e-07,8.35937541e-03
2.10500000e-07,1.28437500e-02,1.47656250e-02,,2.11109375e-07,9.81250033e-03,,2.11109375e-07,1.99999996e-02
2.11300000e-07,3.71875000e-03,1.40625000e-03,,2.11909375e-07,8.84374976e-03,,2.11909375e-07,1.71093754e-02
2.12100000e-07,6.78125000e-03,1.56250000e-02,,2.12709375e-07,7.21875019e-03,,2.12709375e-07,8.51562526e-03
2.12900000e-07,1.03125000e-03,2.50000000e-03,,2.13509375e-07,6.96875015e-03,,2.13509375e-07,1.14062503e-02
2.13700000e-07,9.93750000e-03,3.82812500e-03,,2.14309375e-07,3.56250000e-03,,2.14309375e-07,1.51562504e-02
2.14500000e-07,4.81250000e-03,7.50000000e-03,,2.15109375e-07,9.06249974e-03,,2.15109375e-07,3.28124990e-03
2.15300000e-07,7.93750000e-03,5.62500000e-03,,2.15909375e-07,2.43750005e-03,,2.15909375e-07,1.02343746e-02
2.16100000e-07,2.37500000e-03,8.20312500e-03,,2.16709375e-07,2.31250003e-03,,2.16709375e-07,1.71875004e-02
2.16900000e-07,3.53125000e-03,2.26562500e-03,,2.17509375e-07,8.18749983e-03,,2.17509375e-07,1.04687503e-02
2.17700000e-07,5.40625000e-03,1.03906250e-02,,2.18309375e-07,1.36249997e-02,,2.18309375e-07,8.67187511e-03
2.18500000e-07,7.59375000e-03,1.34375000e-02,,2.19109375e-07,2.74999999e-03,,2.19109375e-07,3.43749998e-03
2.19300000e-07,4.62500000e-03,8.04687500e-03,,2.19909375e-07,1.06875002e-02,,2.19909375e-07,1.68750007e-02
2.20100000e-07,3.09375000e-03,5.54687500e-03,,2.20709375e-07,1.09374998e-02,,2.20709375e-07,7.18750013e-03
2.20900000e-07,6.31250000e-03,3.12500000e-04,,2.21509375e-07,7.46874977e-03,,2.21509375e-07,1.01562496e-02
2.21700000e-07,5.78125000e-03,1.25000000e-02,,2.22309375e-07,5.96874999e-03,,2.22309375e-07,6.64062519e-03
2.22500000e-07,3.06250000e-03,1.52343750e-02,,2.23109375e-07,1.09687503e-02,,2.23109375e-07,1.15625001e-02
2.23300000e-07,7.00000000e-03,2.10937500e-03,,2.23909375e-07,2.46875011e-03,,2.23909375e-07,5.31250006e-03
2.24100000e-07,3.43750000e-03,9.06250000e-03,,2.24709375e-07,7.78124994e-03,,2.24709375e-07,9.60937515e-03
2.24900000e-07,5.18750000e-03,1.08593750e-02,,2.25509375e-07,1.93749997e-03,,2.25509375e-07,9.29687545e-03
2.25700000e-07,3.78125000e-03,1.28125000e-02,,2.26309375e-07,5.75000001e-03,,2.26309375e-07,5.62500022e-03
2.26500000e-07,3.96875000e-03,1.20312500e-02,,2.27109375e-07,1.90625002e-03,,2.27109375e-07,1.94531251e-02
2.27300000e-07,-7.18750000e-04,1.00000000e-02,,2.27909375e-07,1.04062501e-02,,2.27909375e-07,5.15625020e-03
2.28100000e-07,1.28125000e-03,8.12500000e-03,,2.28709375e-07,2.56250007e-03,,2.28709375e-07,1.29687497e-02
2.28900000e-07,5.62500000e-04,1.07812500e-02,,2.29509375e-07,5.21874987e-03,,2.29509375e-07,1.38281249e-02
2.29700000e-07,3.18750000e-03,4.06250000e-03,,2.30309375e-07,6.81249984e-03,,2.30309375e-07,6.01562485e-03
2.30500000e-07,4.71875000e-03,6.32812500e-03,,2.31109375e-07,4.56249993e-03,,2.31109375e-07,1.21874996e-02
2.31300000e-07,9.84375000e-03,6.17187500e-03,,2.31909375e-07,3.21875000e-03,,2.31909375e-07,9.29687545e-03
2.32100000e-07,1.37500000e-03,5.62500000e-03,,2.32709375e-07,4.43750015e-03,,2.32709375e-07,1.33593753e-02
2.32900000e-07,7.15625000e-03,5.62500000e-03,,2.33509375e-07,4.87500010e-03,,2.33509375e-07,5.31250006e-03
2.33700000e-07,4.40625000e-03,3.75000000e-03,,2.34309375e-07,5.15625020e-03,,2.34309375e-07,7.57812522e-03
2.34500000e-07,9.65625000e-03,1.70312500e-02,,2.35109375e-07,3.50000011e-03,,2.35109375e-07,4.21875017e-03
2.35300000e-07,1.84375000e-03,1.32031250e-02,,2.35909375e-07,4.43750015e-03,,2.35909375e-07,1.30468747e-02
2.36100000e-07,1.00625000e-02,8.59375000e-04,,2.36709375e-07,5.43749984e-03,,2.36709375e-07,1.66406259e-02
2.36900000e-07,1.87500000e-04,7.73437500e-03,,2.37509375e-07,3.71875009e-03,,2.37509375e-07,1.32031254e-02
2.37700000e-07,2.78125000e-03,1.46875000e-02,,2.38309375e-07,2.03124993e-03,,2.38309375e-07,8.04687478e-03
2.38500000e-07,1.18750000e-03,1.32812500e-03,,2.39109375e-07,3.31249996e-03,,2.39109375e-07,1.53906252e-02
2.39300000e-07,7.56250000e-03,-1.56250000e-03,,2.39909375e-07,1.84375001e-03,,2.39909375e-07,8.51562526e-03
2.40100000e-07,4.25000000e-03,8.43750000e-03,,2.40709375e-07,5.56250010e-03,,2.40709375e-07,1.14843752e-02
2.40900000e-07,1.00625000e-02,5.54687500e-03,,2.41509375e-07,5.46874991e-03,,2.41509375e-07,3.28124990e-03
2.41700000e-07,-4.37500000e-04,3.75000000e-03,,2.42309375e-07,3.68750002e-03,,2.42309375e-07,1.29687497e-02
2.42500000e-07,3.34375000e-03,6.32812500e-03,,2.43109375e-07,2.18750001e-03,,2.43109375e-07,7.81250000e-03
2.43300000e-07,7.96875000e-03,-2.18750000e-03,,2.43909375e-07,5.84375020e-03,,2.43909375e-07,3.67187499e-03
2.44100000e-07,6.84375000e-03,1.39843750e-02,,2.44709375e-07,-2.59374990e-03,,2.44709375e-07,9.53125022e-03
2.44900000e-07,6.25000000e-03,1.26562500e-02,,2.45509375e-07,2.24999990e-03,,2.45509375e-07,6.25000009e-03
2.45700000e-07,3.87500000e-03,1.08593750e-02,,2.46309375e-07,1.62500003e-03,,2.46309375e-07,1.55468751e-02
2.46500000e-07,6.40625000e-03,4.06250000e-03,,2.47109375e-07,6.31250022e-03,,2.47109375e-07,6.09374978e-03
2.47300000e-07,1.56250000e-03,7.10937500e-03,,2.47909375e-07,-1.53124996e-03,,2.47909375e-07,1.62499994e-02
2.48100000e-07,3.12500000e-03,8.12500000e-03,,2.48709375e-07,6.12499984e-03,,2.48709375e-07,1.45312501e-02
2.48900000e-07,2.18750000e-03,3.04687500e-03,,2.49509375e-07,4.49999981e-03,,2.49509375e-07,1.27343750e-02
2.49700000e-07,2.87500000e-03,8.98437500e-03,,2.50309375e-07,4.74999985e-03,,2.50309375e-07,1.92187503e-02
2.50500000e-07,2.28125000e-03,6.95312500e-03,,2.51109375e-07,3.87499994e-03,,2.51109375e-07,9.06249974e-03
2.51300000e-07,6.46875000e-03,1.75000000e-02,,2.51909375e-07,6.28125016e-03,,2.51909375e-07,1.34375002e-02
2.52100000e-07,3.78125000e-03,3.35937500e-03,,2.52709375e-07,3.84375011e-03,,2.52709375e-07,1.38281249e-02
2.52900000e-07,3.75000000e-04,9.68750000e-03,,2.53509375e-07,8.93750042e-03,,2.53509375e-07,1.12500004e-02
2.53700000e-07,6.84375000e-03,4.14062500e-03,,2.54309375e-07,-1.12499995e-03,,2.54309375e-07,1.71875004e-02
2.54500000e-07,2.12500000e-03,1.16406250e-02,,2.55109375e-07,1.18749996e-03,,2.55109375e-07,3.74999992e-03
2.55300000e-07,1.03125000e-03,3.43750000e-03,,2.55909375e-07,8.21875036e-03,,2.55909375e-07,-3.12499993e-04
2.56100000e-07,6.84375000e-03,9.76562500e-03,,2.56709375e-07,8.31250008e-03,,2.56709375e-07,1.63281243e-02
2.56900000e-07,4.43750000e-03,1.34375000e-02,,2.57509375e-07,2.53125001e-03,,2.57509375e-07,1.64843742e-02
2.57700000e-07,-3.37500000e-03,1.40625000e-02,,2.58309375e-07,4.99999989e-03,,2.58309375e-07,1.12500004e-02
2.58500000e-07,4.37500000e-03,6.56250000e-03,,2.59109375e-07,9.25000012e-03,,2.59109375e-07,1.13281254e-02
2.59300000e-07,5.68750000e-03,2.96875000e-03,,2.59909375e-07,2.65625003e-03,,2.59909375e-07,1.53125003e-02
2.60100000e-07,7.37500000e-03,1.02343750e-02,,2.60709375e-07,5.71874995e-03,,2.60709375e-07,1.18749999e-02
2.60900000e-07,4.68750000e-04,1.53906250e-02,,2.61509375e-07,8.43750022e-04,,2.61509375e-07,1.32812504e-02
2.61700000e-07,7.96875000e-03,4.45312500e-03,,2.62309375e-07,8.40624981e-03,,2.62309375e-07,1.51562504e-02
2.62500000e-07,4.90625000e-03,-3.59375000e-03,,2.63109375e-07,2.37499992e-03,,2.63109375e-07,1.17968749e-02
2.63300000e-07,8.31250000e-03,9.76562500e-03,,2.63909375e-07,4.74999985e-03,,2.63909375e-07,7.34374998e-03
2.64100000e-07,5.46875000e-03,4.84375000e-03,,2.64709375e-07,3.46875004e-03,,2.64709375e-07,1.54687501e-02
2.64900000e-07,8.65625000e-03,7.03125000e-03,,2.65509375e-07,1.90625002e-03,,2.65509375e-07,2.23437492e-02
2.65700000e-07,2.00000000e-03,8.20312500e-03,,2.66309375e-07,9.90625005e-03,,2.66309375e-07,1.03125004e-02
2.66500000e-07,1.21250000e-02,6.87500000e-03,,2.67109375e-07,4.31249989e-03,,2.67109375e-07,1.59374997e-02
2.67300000e-07,2.34375000e-03,8.35937500e-03,,2.67909375e-07,6.96875015e-03,,2.67909375e-07,1.03125004e-02
2.68100000e-07,4.81250000e-03,1.33593750e-02,,2.68709375e-07,5.81250014e-03,,2.68709375e-07,6.71875011e-03
2.68900000e-07,7.43750000e-03,7.03125000e-04,,2.69509375e-07,8.59375019e-03,,2.69509375e-07,1.58593748e-02
2.69700000e-07,1.39375000e-02,7.03125000e-03,,2.70309375e-07,3.12499993e-04,,2.70309375e-07,1.79687503e-03
2.70500000e-07,-2.87500000e-03,4.14062500e-03,,2.71109375e-07,6.90625003e-03,,2.71109375e-07,1.22656254e-02
2.71300000e-07,4.68750000e-03,-8.59375000e-04,,2.71909375e-07,6.21875003e-03,,2.71909375e-07,9.92187485e-03
2.72100000e-07,9.50000000e-03,9.84375000e-03,,2.72709375e-07,7.62500009e-03,,2.72709375e-07,2.07031257e-02
2.72900000e-07,6.84375000e-03,1.21093750e-02,,2.73509375e-07,1.93749997e-03,,2.73509375e-07,8.28124955e-03
2.73700000e-07,2.03125000e-03,1.48437500e-02,,2.74309375e-07,6.71875011e-03,,2.74309375e-07,1.14062503e-02
2.74500000e-07,4.90625000e-03,6.64062500e-03,,2.75109375e-07,1.12499995e-03,,2.75109375e-07,1.04687503e-02
2.75300000e-07,1.21250000e-02,1.16406250e-02,,2.75909375e-07,6.06250018e-03,,2.75909375e-07,1.32812504e-02
2.76100000e-07,6.03125000e-03,1.32031250e-02,,2.76709375e-07,1.62500003e-03,,2.76709375e-07,-1.56249997e-04
2.76900000e-07,6.09375000e-03,7.42187500e-03,,2.77509375e-07,5.24999993e-03,,2.77509375e-07,1.03906253e-02
2.77700000e-07,5.53125000e-03,1.19531250e-02,,2.78309375e-07,1.68750004e-03,,2.78309375e-07,1.31249996e-02
2.78500000e-07,2.71875000e-03,-6.25000000e-04,,2.79109375e-07,5.43749984e-03,,2.79109375e-07,9.45312530e-03
2.79300000e-07,7.65625000e-03,8.98437500e-03,,2.79909375e-07,-4.12499998e-03,,2.79909375e-07,1.65624991e-02
2.80100000e-07,3.37500000e-03,6.09375000e-03,,2.80709375e-07,-1.09375000e-03,,2.80709375e-07,1.05468752e-02
2.80900000e-07,7.68750000e-03,6.25000000e-03,,2.81509375e-07,-1.56250002e-03,,2.81509375e-07,1.18749999e-02
2.81700000e-07,5.12500000e-03,2.96875000e-03,,2.82309375e-07,5.84375020e-03,,2.82309375e-07,9.29687545e-03
2.82500000e-07,1.33437500e-02,1.75781250e-02,,2.83109375e-07,-4.37500014e-04,,2.83109375e-07,1.05468752e-02
2.83300000e-07,-2.34375000e-03,6.56250000e-03,,2.83909375e-07,9.68749984e-04,,2.83909375e-07,8.75000004e-03
2.84100000e-07,7.62500000e-03,6.95312500e-03,,2.84709375e-07,8.65625031e-03,,2.84709375e-07,9.92187485e-03
2.84900000e-07,5.93750000e-03,4.14062500e-03,,2.85509375e-07,2.12500012e-03,,2.85509375e-07,9.45312530e-03
2.85700000e-07,1.36250000e-02,1.03125000e-02,,2.86309375e-07,1.46874995e-03,,2.86309375e-07,1.58593748e-02
2.86500000e-07,3.43750000e-03,7.42187500e-03,,2.87109375e-07,-2.12500012e-03,,2.87109375e-07,1.05468752e-02
2.87300000e-07,8.87500000e-03,6.25000000e-03,,2.87909375e-07,6.28125016e-03,,2.87909375e-07,1.38281249e-02
2.88100000e-07,2.25000000e-03,8.20312500e-03,,2.88709375e-07,-3.96875013e-03,,2.88709375e-07,-7.81249983e-05
2.88900000e-07,9.53125000e-03,1.54687500e-02,,2.89509375e-07,2.28124997e-03,,2.89509375e-07,6.32812502e-03
2.89700000e-07,2.15625000e-03,1.05468750e-02,,2.90309375e-07,5.43749984e-03,,2.90309375e-07,1.14843752e-02
2.90500000e-07,8.00000000e-03,9.45312500e-03,,2.91109375e-07,1.84375001e-03,,2.91109375e-07,1.97656248e-02
2.91300000e-07,4.65625000e-03,8.75000000e-03,,2.91909375e-07,6.65624999e-03,,2.91909375e-07,-2.18750001e-03
2.92100000e-07,8.81250000e-03,1.87500000e-02,,2.92709375e-07,2.12500012e-03,,2.92709375e-07,9.68750007e-03
2.92900000e-07,-3.25000000e-03,7.65625000e-03,,2.93509375e-07,3.12500005e-03,,2.93509375e-07,4.60937480e-03
2.93700000e-07,5.50000000e-03,4.84375000e-03,,2.94309375e-07,-8.12500017e-04,,2.94309375e-07,8.98437481e-03
2.94500000e-07,8.50000000e-03,1.40625000e-03,,2.95109375e-07,8.06249958e-03,,2.95109375e-07,9.37500037e-03
2.95300000e-07,1.34375000e-02,6.40625000e-03,,2.95909375e-07,-1.96875003e-03,,2.95909375e-07,1.14062503e-02
2.96100000e-07,3.71875000e-03,7.42187500e-03,,2.96709375e-07,7.09374994e-03,,2.96709375e-07,1.13281254e-02
2.96900000e-07,7.12500000e-03,-9.37500000e-04,,2.97509375e-07,4.93750023e-03,,2.97509375e-07,8.12499970e-03
2.97700000e-07,9.81250000e-03,1.63281250e-02,,2.98309375e-07,7.74999987e-03,,2.98309375e-07,1.46875000e-02
2.98500000e-07,5.90625000e-03,9.21875000e-03,,2.99109375e-07,2.59374990e-03,,2.99109375e-07,1.51562504e-02
2.99300000e-07,8.15625000e-03,1.21093750e-02,,2.99909375e-07,8.93750042e-03,,2.99909375e-07,5.15625020e-03
3.00100000e-07,6.93750000e-03,1.32812500e-03,,3.00709375e-07,6.31250022e-03,,3.00709375e-07,5.54687483e-03
3.00900000e-07,1.14062500e-02,5.70312500e-03,,3.01509375e-07,1.26874996e-02,,3.01509375e-07,1.07031250e-02
3.01700000e-07,6.34375000e-03,1.08593750e-02,,3.02309375e-07,3.09374998e-03,,3.02309375e-07,9.45312530e-03
3.02500000e-07,6.75000000e-03,8.75000000e-03,,3.03109375e-07,1.12812500e-02,,3.03109375e-07,1.40624996e-02
3.03300000e-07,7.50000000e-03,6.79687500e-03,,3.03909375e-07,2.15624995e-03,,3.03909375e-07,1.39062498e-02
3.04100000e-07,4.59375000e-03,1.14843750e-02,,3.04709375e-07,1.06875002e-02,,3.04709375e-07,1.58593748e-02
3.04900000e-07,9.31250000e-03,7.96875000e-03,,3.05509375e-07,1.90625002e-03,,3.05509375e-07,9.84374993e-03
3.05700000e-07,4.59375000e-03,4.84375000e-03,,3.06309375e-07,1.68750004e-03,,3.06309375e-07,1.20312497e-02
3.06500000e-07,4.56250000e-03,2.18750000e-03,,3.07109375e-07,7.18750013e-03,,3.07109375e-07,1.05468752e-02
3.07300000e-07,6.84375000e-03,5.15625000e-03,,3.07909375e-07,8.06249958e-03,,3.07909375e-07,1.26562500e-02
3.08100000e-07,9.12500000e-03,1.35156250e-02,,3.08709375e-07,-1.59374997e-03,,3.08709375e-07,1.05468752e-02
3.08900000e-07,3.71875000e-03,8.12500000e-03,,3.09509375e-07,7.09374994e-03,,3.09509375e-07,1.26562500e-02
3.09700000e-07,7.25000000e-03,1.40625000e-02,,3.10309375e-07,4.09374991e-03,,3.10309375e-07,1.51562504e-02
3.10500000e-07,8.37500000e-03,-6.25000000e-04,,3.11109375e-07,3.93750006e-03,,3.11109375e-07,1.38281249e-02
3.11300000e-07,9.25000000e-03,1.37500000e-02,,3.11909375e-07,1.65624998e-03,,3.11909375e-07,1.17968749e-02
3.12100000e-07,2.15625000e-03,9.92187500e-03,,3.12709375e-07,5.65624982e-03,,3.12709375e-07,6.01562485e-03
3.12900000e-07,8.50000000e-03,8.20312500e-03,,3.13509375e-07,6.46875007e-03,,3.13509375e-07,1.73437502e-02
3.13700000e-07,4.62500000e-03,1.01562500e-02,,3.14309375e-07,5.90624986e-03,,3.14309375e-07,1.17187500e-02
3.14500000e-07,1.12187500e-02,1.46875000e-02,,3.15109375e-07,5.18749980e-03,,3.15109375e-07,7.34374998e-03
3.15300000e-07,-4.78125000e-03,5.93750000e-03,,3.15909375e-07,6.62499992e-03,,3.15909375e-07,1.27343750e-02
3.16100000e-07,8.25000000e-03,1.28906250e-02,,3.16709375e-07,2.46875011e-03,,3.16709375e-07,1.58593748e-02
3.16900000e-07,2.18750000e-04,1.18750000e-02,,3.17509375e-07,6.81249984e-03,,3.17509375e-07,8.51562526e-03
3.17700000e-07,8.81250000e-03,1.00781250e-02,,3.18309375e-07,3.40624992e-03,,3.18309375e-07,1.20312497e-02
3.18500000e-07,1.34375000e-03,1.12500000e-02,,3.19109375e-07,3.90625000e-03,,3.19109375e-07,1.44531252e-02
3.19300000e-07,8.12500000e-04,1.40625000e-03,,3.19909375e-07,6.68750005e-03,,3.19909375e-07,8.51562526e-03
3.20100000e-07,7.62500000e-03,2.34375000e-03,,3.20709375e-07,8.03124998e-03,,3.20709375e-07,9.29687545e-03
3.20900000e-07,9.37500000e-03,1.29687500e-02,,3.21509375e-07,-2.50000012e-04,,3.21509375e-07,2.03124993e-03
3.21700000e-07,2.31250000e-03,1.39062500e-02,,3.22309375e-07,3.68750002e-03,,3.22309375e-07,1.03125004e-02
3.22500000e-07,2.31250000e-03,6.71875000e-03,,3.23109375e-07,5.40624978e-03,,3.23109375e-07,1.12500004e-02
3.23300000e-07,9.37500000e-03,6.71875000e-03,,3.23909375e-07,9.43749957e-03,,3.23909375e-07,3.43749998e-03
3.24100000e-07,4.12500000e-03,2.18750000e-03,,3.24709375e-07,-2.93749990e-03,,3.24709375e-07,5.70312515e-03
3.24900000e-07,1.90625000e-03,1.02343750e-02,,3.25509375e-07,8.00000038e-03,,3.25509375e-07,1.82812493e-02
3.25700000e-07,1.81250000e-03,-6.56250000e-03,,3.26309375e-07,6.84374990e-03,,3.26309375e-07,1.97656248e-02
3.26500000e-07,7.40625000e-03,5.46875000e-03,,3.27109375e-07,6.65624999e-03,,3.27109375e-07,1.18749999e-02
3.27300000e-07,2.71875000e-03,1.34375000e-02,,3.27909375e-07,2.81250011e-03,,3.27909375e-07,1.58593748e-02
3.28100000e-07,2.43750000e-03,4.84375000e-03,,3.28709375e-07,1.15937497e-02,,3.28709375e-07,1.05468752e-02
3.28900000e-07,2.31250000e-03,9.68750000e-03,,3.29509375e-07,4.03124979e-03,,3.29509375e-07,1.78906247e-02
3.29700000e-07,1.03125000e-03,8.20312500e-03,,3.30309375e-07,8.40624981e-03,,3.30309375e-07,1.03906253e-02
3.30500000e-07,9.75000000e-03,1.09375000e-02,,3.31109375e-07,5.00000024e-04,,3.31109375e-07,1.78906247e-02
3.31300000e-07,4.21875000e-03,1.54687500e-02,,3.31909375e-07,4.99999989e-03,,3.31909375e-07,7.65625015e-03
3.32100000e-07,5.40625000e-03,1.18750000e-02,,3.32709375e-07,7.74999987e-03,,3.32709375e-07,8.12499970e-03
3.32900000e-07,4.43750000e-03,5.46875000e-03,,3.33509375e-07,8.18749983e-03,,3.33509375e-07,1.66406259e-02
3.33700000e-07,5.46875000e-03,1.67187500e-02,,3.34309375e-07,-1.06250006e-03,,3.34309375e-07,1.78124998e-02
3.34500000e-07,-1.09375000e-03,1.87500000e-03,,3.35109375e-07,1.59374997e-03,,3.35109375e-07,1.17968749e-02
3.35300000e-07,8.84375000e-03,8.43750000e-03,,3.35909375e-07,7.93750025e-03,,3.35909375e-07,1.66406259e-02
3.36100000e-07,5.25000000e-03,1.14062500e-02,,3.36709375e-07,7.46874977e-03,,3.36709375e-07,2.49218754e-02
3.36900000e-07,6.12500000e-03,1.21093750e-02,,3.37509375e-07,5.09375008e-03,,3.37509375e-07,4.84375004e-03
3.37700000e-07,6.25000000e-04,1.66406250e-02,,3.38309375e-07,6.21875003e-03,,3.38309375e-07,6.87499996e-03
3.38500000e-07,7.40625000e-03,1.05468750e-02,,3.39109375e-07,7.28124985e-03,,3.39109375e-07,1.78124998e-02
3.39300000e-07,1.50000000e-03,1.14062500e-02,,3.39909375e-07,5.96874999e-03,,3.39909375e-07,7.18750013e-03
3.40100000e-07,4.28125000e-03,1.39062500e-02,,3.40709375e-07,2.81250011e-03,,3.40709375e-07,2.20312495e-02
3.40900000e-07,3.28125000e-03,9.92187500e-03,,3.41509375e-07,5.78125007e-03,,3.41509375e-07,1.47656249e-02
3.41700000e-07,4.93750000e-03,9.37500000e-03,,3.42309375e-07,-2.03124993e-03,,3.42309375e-07,1.32031254e-02
3.42500000e-07,4.81250000e-03,6.71875000e-03,,3.43109375e-07,6.87499996e-03,,3.43109375e-07,7.81250000e-03
3.43300000e-07,1.00625000e-02,1.61718750e-02,,3.43909375e-07,5.81250014e-03,,3.43909375e-07,1.53125003e-02
3.44100000e-07,-3.43750000e-03,1.71093750e-02,,3.44709375e-07,4.56249993e-03,,3.44709375e-07,8.98437481e-03
3.44900000e-07,4.68750000e-03,1.31250000e-02,,3.45509375e-07,4.81249997e-03,,3.45509375e-07,7.34374998e-03
3.45700000e-07,7.43750000e-03,7.18750000e-03,,3.46309375e-07,9.49999969e-03,,3.46309375e-07,7.89062493e-03
3.46500000e-07,7.28125000e-03,7.42187500e-03,,3.47109375e-07,1.03124999e-03,,3.47109375e-07,6.09374978e-03
3.47300000e-07,3.09375000e-03,1.39062500e-02,,3.47909375e-07,8.03124998e-03,,3.47909375e-07,-6.24999986e-04
3.48100000e-07,5.12500000e-03,-2.73437500e-03,,3.48709375e-07,6.34374982e-03,,3.48709375e-07,3.20312497e-03
3.48900000e-07,9.96875000e-03,5.85937500e-03,,3.49509375e-07,7.93750025e-03,,3.49509375e-07,1.67968757e-02
3.49700000e-07,6.15625000e-03,1.20312500e-02,,3.50309375e-07,7.18750001e-04,,3.50309375e-07,3.43749998e-03
3.50500000e-07,5.00000000e-03,6.79687500e-03,,3.51109375e-07,5.06250001e-03,,3.51109375e-07,1.57031249e-02
