Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.10937500,,Zero Index,349.10937500
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79287500e-07,4.43750000e-03,3.51562500e-03
-2.78487500e-07,4.40625000e-03,1.75000000e-02
-2.77687500e-07,2.71875000e-03,1.17187500e-03
-2.76887500e-07,8.12500000e-03,8.43750000e-03
-2.76087500e-07,5.87500000e-03,8.67187500e-03
-2.75287500e-07,6.21875000e-03,4.92187500e-03
-2.74487500e-07,7.15625000e-03,8.28125000e-03
-2.73687500e-07,1.56250000e-03,1.74218750e-02
-2.72887500e-07,7.56250000e-03,4.45312500e-03
-2.72087500e-07,4.90625000e-03,9.06250000e-03
-2.71287500e-07,6.09375000e-03,7.26562500e-03
-2.70487500e-07,5.96875000e-03,4.29687500e-03
-2.69687500e-07,1.25625000e-02,1.07812500e-02
-2.68887500e-07,-2.50000000e-04,-4.68750000e-04
-2.68087500e-07,5.18750000e-03,1.03906250e-02
-2.67287500e-07,1.00312500e-02,8.12500000e-03
-2.66487500e-07,9.31250000e-03,1.42187500e-02
-2.65687500e-07,6.03125000e-03,1.13281250e-02
-2.64887500e-07,1.01250000e-02,9.37500000e-03
-2.64087500e-07,3.25000000e-03,1.47656250e-02
-2.63287500e-07,1.09375000e-02,1.44531250e-02
-2.62487500e-07,4.18750000e-03,6.25000000e-04
-2.61687500e-07,1.14375000e-02,8.98437500e-03
-2.60887500e-07,1.03125000e-03,1.00000000e-02
-2.60087500e-07,7.15625000e-03,4.14062500e-03
-2.59287500e-07,5.62500000e-04,1.09375000e-02
-2.58487500e-07,3.90625000e-03,1.19531250e-02
-2.57687500e-07,7.93750000e-03,9.45312500e-03
-2.56887500e-07,1.22187500e-02,1.27343750e-02
-2.56087500e-07,4.15625000e-03,9.29687500e-03
-2.55287500e-07,3.65625000e-03,1.07031250e-02
-2.54487500e-07,7.03125000e-03,1.13281250e-02
-2.53687500e-07,7.93750000e-03,9.92187500e-03
-2.52887500e-07,6.09375000e-03,6.71875000e-03
-2.52087500e-07,5.21875000e-03,8.04687500e-03
-2.51287500e-07,4.62500000e-03,8.59375000e-04
-2.50487500e-07,4.43750000e-03,1.76562500e-02
-2.49687500e-07,3.96875000e-03,1.36718750e-02
-2.48887500e-07,5.09375000e-03,4.06250000e-03
-2.48087500e-07,6.25000000e-05,1.21875000e-02
-2.47287500e-07,1.05000000e-02,1.19531250e-02
-2.46487500e-07,9.06250000e-04,1.13281250e-02
-2.45687500e-07,5.31250000e-03,9.29687500e-03
-2.44887500e-07,3.90625000e-03,8.04687500e-03
-2.44087500e-07,1.01562500e-02,1.26562500e-02
-2.43287500e-07,9.06250000e-04,4.53125000e-03
-2.42487500e-07,6.96875000e-03,2.89062500e-03
-2.41687500e-07,4.40625000e-03,2.89062500e-03
-2.40887500e-07,2.62500000e-03,9.68750000e-03
-2.40087500e-07,3.43750000e-04,1.60156250e-02
-2.39287500e-07,1.00312500e-02,7.26562500e-03
-2.38487500e-07,2.03125000e-03,6.87500000e-03
-2.37687500e-07,8.75000000e-03,1.14843750e-02
-2.36887500e-07,1.40625000e-03,1.46875000e-02
-2.36087500e-07,6.96875000e-03,1.39843750e-02
-2.35287500e-07,1.75000000e-03,2.10937500e-02
-2.34487500e-07,8.37500000e-03,4.29687500e-03
-2.33687500e-07,2.84375000e-03,1.08593750e-02
-2.32887500e-07,1.96875000e-03,9.06250000e-03
-2.32087500e-07,7.46875000e-03,1.48437500e-03
-2.31287500e-07,1.14375000e-02,8.82812500e-03
-2.30487500e-07,2.06250000e-03,4.06250000e-03
-2.29687500e-07,4.59375000e-03,5.54687500e-03
-2.28887500e-07,3.28125000e-03,2.26562500e-03
-2.28087500e-07,2.78125000e-03,8.98437500e-03
-2.27287500e-07,8.09375000e-03,7.50000000e-03
-2.26487500e-07,5.00000000e-03,1.09375000e-02
-2.25687500e-07,6.31250000e-03,1.66406250e-02
-2.24887500e-07,7.65625000e-03,3.90625000e-03
-2.24087500e-07,5.06250000e-03,1.22656250e-02
-2.23287500e-07,6.43750000e-03,7.26562500e-03
-2.22487500e-07,4.81250000e-03,1.15625000e-02
-2.21687500e-07,6.46875000e-03,1.45312500e-02
-2.20887500e-07,5.56250000e-03,1.45312500e-02
-2.20087500e-07,2.84375000e-03,1.71875000e-03
-2.19287500e-07,4.03125000e-03,-2.34375000e-04
-2.18487500e-07,6.03125000e-03,1.28125000e-02
-2.17687500e-07,1.78125000e-03,4.76562500e-03
-2.16887500e-07,7.43750000e-03,1.47656250e-02
-2.16087500e-07,9.93750000e-03,2.65625000e-03
-2.15287500e-07,5.40625000e-03,9.68750000e-03
-2.14487500e-07,-7.50000000e-04,1.35156250e-02
-2.13687500e-07,7.50000000e-03,2.25000000e-02
-2.12887500e-07,-1.87500000e-04,9.06250000e-03
-2.12087500e-07,7.46875000e-03,1.33593750e-02
-2.11287500e-07,4.09375000e-03,1.25781250e-02
-2.10487500e-07,1.06562500e-02,2.18750000e-02
-2.09687500e-07,-9.68750000e-04,1.68750000e-02
-2.08887500e-07,8.15625000e-03,1.36718750e-02
-2.08087500e-07,2.12500000e-03,9.06250000e-03
-2.07287500e-07,4.59375000e-03,1.25781250e-02
-2.06487500e-07,3.25000000e-03,1.30468750e-02
-2.05687500e-07,1.07187500e-02,7.81250000e-03
-2.04887500e-07,4.37500000e-03,5.93750000e-03
-2.04087500e-07,4.09375000e-03,4.06250000e-03
-2.03287500e-07,8.21875000e-03,9.53125000e-03
-2.02487500e-07,4.78125000e-03,1.39062500e-02
-2.01687500e-07,5.93750000e-03,-7.81250000e-04
-2.00887500e-07,5.00000000e-03,-1.56250000e-04
-2.00087500e-07,4.09375000e-03,1.82812500e-02
-1.99287500e-07,5.71875000e-03,1.70312500e-02
-1.98487500e-07,7.21875000e-03,3.28125000e-03
-1.97687500e-07,3.00000000e-03,1.41406250e-02
-1.96887500e-07,2.18750000e-03,9.84375000e-03
-1.96087500e-07,6.50000000e-03,7.42187500e-03
-1.95287500e-07,7.68750000e-03,1.13281250e-02
-1.94487500e-07,8.81250000e-03,7.96875000e-03
-1.93687500e-07,3.25000000e-03,1.01562500e-02
-1.92887500e-07,6.31250000e-03,1.72656250e-02
-1.92087500e-07,9.68750000e-04,7.81250000e-03
-1.91287500e-07,1.03750000e-02,1.26562500e-02
-1.90487500e-07,8.15625000e-03,3.82812500e-03
-1.89687500e-07,8.00000000e-03,7.57812500e-03
-1.88887500e-07,-2.50000000e-04,6.01562500e-03
-1.88087500e-07,8.84375000e-03,1.01562500e-02
-1.87287500e-07,7.09375000e-03,4.68750000e-03
-1.86487500e-07,5.71875000e-03,1.09375000e-02
-1.85687500e-07,2.62500000e-03,1.18750000e-02
-1.84887500e-07,1.14375000e-02,8.75000000e-03
-1.84087500e-07,3.12500000e-04,1.06250000e-02
-1.83287500e-07,7.71875000e-03,6.71875000e-03
-1.82487500e-07,-8.12500000e-04,1.20312500e-02
-1.81687500e-07,4.25000000e-03,5.93750000e-03
-1.80887500e-07,4.81250000e-03,4.06250000e-03
-1.80087500e-07,7.84375000e-03,-4.45312500e-03
-1.79287500e-07,1.43750000e-03,7.18750000e-03
-1.78487500e-07,6.03125000e-03,5.46875000e-03
-1.77687500e-07,7.12500000e-03,-2.34375000e-04
-1.76887500e-07,8.12500000e-03,1.31250000e-02
-1.76087500e-07,6.46875000e-03,8.04687500e-03
-1.75287500e-07,4.84375000e-03,1.29687500e-02
-1.74487500e-07,5.84375000e-03,1.71875000e-02
-1.73687500e-07,4.00000000e-03,6.56250000e-03
-1.72887500e-07,5.15625000e-03,1.21875000e-02
-1.72087500e-07,2.25000000e-03,9.21875000e-03
-1.71287500e-07,2.81250000e-03,1.40625000e-02
-1.70487500e-07,8.84375000e-03,9.84375000e-03
-1.69687500e-07,3.12500000e-03,1.33593750e-02
-1.68887500e-07,3.28125000e-03,8.43750000e-03
-1.68087500e-07,5.09375000e-03,1.48437500e-03
-1.67287500e-07,7.28125000e-03,1.28906250e-02
-1.66487500e-07,-1.25000000e-04,1.19531250e-02
-1.65687500e-07,7.96875000e-03,9.29687500e-03
-1.64887500e-07,4.81250000e-03,3.43750000e-03
-1.64087500e-07,6.93750000e-03,1.21875000e-02
-1.63287500e-07,1.93750000e-03,8.75000000e-03
-1.62487500e-07,8.40625000e-03,1.47656250e-02
