Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.05078125,,Zero Index,349.05078125
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79240625e-07,8.93750000e-03,7.81250000e-05
-2.78440625e-07,-2.81250000e-04,9.60937500e-03
-2.77640625e-07,1.21562500e-02,7.96875000e-03
-2.76840625e-07,2.96875000e-03,4.21875000e-03
-2.76040625e-07,7.06250000e-03,1.08593750e-02
-2.75240625e-07,3.50000000e-03,3.43750000e-03
-2.74440625e-07,8.00000000e-03,9.76562500e-03
-2.73640625e-07,1.15625000e-03,8.12500000e-03
-2.72840625e-07,1.20000000e-02,1.69531250e-02
-2.72040625e-07,5.03125000e-03,2.57031250e-02
-2.71240625e-07,8.68750000e-03,9.60937500e-03
-2.70440625e-07,3.56250000e-03,1.20312500e-02
-2.69640625e-07,9.81250000e-03,1.18750000e-02
-2.68840625e-07,3.09375000e-03,1.19531250e-02
-2.68040625e-07,3.90625000e-03,1.12500000e-02
-2.67240625e-07,-1.43750000e-03,1.05468750e-02
-2.66440625e-07,4.06250000e-03,7.96875000e-03
-2.65640625e-07,6.40625000e-03,8.04687500e-03
-2.64840625e-07,6.31250000e-03,1.26562500e-02
-2.64040625e-07,5.87500000e-03,9.21875000e-03
-2.63240625e-07,7.34375000e-03,5.39062500e-03
-2.62440625e-07,4.65625000e-03,1.01562500e-02
-2.61640625e-07,3.96875000e-03,1.32812500e-02
-2.60840625e-07,8.09375000e-03,3.98437500e-03
-2.60040625e-07,5.78125000e-03,1.15625000e-02
-2.59240625e-07,6.28125000e-03,9.29687500e-03
-2.58440625e-07,7.90625000e-03,1.48437500e-02
-2.57640625e-07,4.50000000e-03,2.03906250e-02
-2.56840625e-07,5.03125000e-03,1.10156250e-02
