Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.68750000,,Zero Index,349.68750000
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79750000e-07,8.59375000e-03,1.41406250e-02
-2.78950000e-07,8.21875000e-03,2.22656250e-02
-2.78150000e-07,1.38437500e-02,5.46875000e-03
-2.77350000e-07,1.34687500e-02,2.19531250e-02
-2.76550000e-07,9.53125000e-03,1.00781250e-02
-2.75750000e-07,1.25000000e-02,1.06250000e-02
-2.74950000e-07,1.24375000e-02,1.84375000e-02
-2.74150000e-07,4.09375000e-03,1.88281250e-02
-2.73350000e-07,1.33437500e-02,6.32812500e-03
-2.72550000e-07,1.15937500e-02,1.59375000e-02
-2.71750000e-07,1.00312500e-02,8.90625000e-03
-2.70950000e-07,9.31250000e-03,1.21093750e-02
-2.70150000e-07,1.52812500e-02,1.57031250e-02
-2.69350000e-07,4.96875000e-03,1.25781250e-02
-2.68550000e-07,1.24687500e-02,1.98437500e-02
-2.67750000e-07,7.40625000e-03,2.49218750e-02
-2.66950000e-07,1.51562500e-02,2.20312500e-02
-2.66150000e-07,1.04687500e-02,1.54687500e-02
-2.65350000e-07,1.32500000e-02,1.35937500e-02
-2.64550000e-07,3.43750000e-03,1.76562500e-02
-2.63750000e-07,8.06250000e-03,1.35156250e-02
-2.62950000e-07,6.15625000e-03,1.04687500e-02
-2.62150000e-07,1.14375000e-02,2.10156250e-02
-2.61350000e-07,5.78125000e-03,1.60937500e-02
-2.60550000e-07,1.31875000e-02,5.78125000e-03
-2.59750000e-07,6.78125000e-03,1.92968750e-02
-2.58950000e-07,4.09375000e-03,1.48437500e-02
-2.58150000e-07,9.09375000e-03,2.04687500e-02
-2.57350000e-07,1.29062500e-02,2.13281250e-02
-2.56550000e-07,7.40625000e-03,6.87500000e-03
-2.55750000e-07,1.34687500e-02,1.39062500e-02
-2.54950000e-07,1.33125000e-02,1.63281250e-02
-2.54150000e-07,1.09687500e-02,1.29687500e-02
-2.53350000e-07,9.37500000e-03,9.14062500e-03
-2.52550000e-07,6.46875000e-03,1.45312500e-02
-2.51750000e-07,9.43750000e-03,1.78125000e-02
-2.50950000e-07,7.87500000e-03,1.96093750e-02
-2.50150000e-07,1.71250000e-02,1.88281250e-02
-2.49350000e-07,1.27812500e-02,1.54687500e-02
-2.48550000e-07,7.84375000e-03,1.03125000e-02
-2.47750000e-07,1.05625000e-02,1.44531250e-02
-2.46950000e-07,1.05000000e-02,1.42968750e-02
-2.46150000e-07,7.65625000e-03,1.56250000e-02
-2.45350000e-07,6.31250000e-03,1.09375000e-02
-2.44550000e-07,1.36562500e-02,9.14062500e-03
-2.43750000e-07,4.09375000e-03,7.96875000e-03
-2.42950000e-07,1.31875000e-02,2.32812500e-02
-2.42150000e-07,6.34375000e-03,2.07031250e-02
-2.41350000e-07,1.17812500e-02,1.68750000e-02
-2.40550000e-07,4.28125000e-03,1.35937500e-02
-2.39750000e-07,1.27187500e-02,1.37500000e-02
-2.38950000e-07,3.84375000e-03,1.43750000e-02
-2.38150000e-07,1.02187500e-02,2.16406250e-02
-2.37350000e-07,6.34375000e-03,6.09375000e-03
-2.36550000e-07,9.46875000e-03,1.67187500e-02
-2.35750000e-07,3.78125000e-03,1.33593750e-02
-2.34950000e-07,1.23125000e-02,6.01562500e-03
-2.34150000e-07,3.71875000e-03,2.17968750e-02
-2.33350000e-07,4.96875000e-03,6.25000000e-03
-2.32550000e-07,5.62500000e-03,1.60156250e-02
-2.31750000e-07,1.41875000e-02,1.89843750e-02
-2.30950000e-07,3.40625000e-03,1.49218750e-02
-2.30150000e-07,1.06250000e-02,1.44531250e-02
-2.29350000e-07,1.21875000e-02,1.95312500e-02
-2.28550000e-07,7.43750000e-03,1.61718750e-02
-2.27750000e-07,1.11875000e-02,5.62500000e-03
-2.26950000e-07,7.84375000e-03,4.92187500e-03
-2.26150000e-07,1.26250000e-02,3.38281250e-02
-2.25350000e-07,6.00000000e-03,1.64843750e-02
-2.24550000e-07,1.32187500e-02,2.10156250e-02
-2.23750000e-07,1.04687500e-02,1.46875000e-02
-2.22950000e-07,6.68750000e-03,1.56250000e-02
-2.22150000e-07,1.08750000e-02,1.22656250e-02
-2.21350000e-07,8.43750000e-03,1.10156250e-02
-2.20550000e-07,9.43750000e-03,1.04687500e-02
-2.19750000e-07,7.34375000e-03,1.78125000e-02
-2.18950000e-07,1.55625000e-02,1.42187500e-02
-2.18150000e-07,5.03125000e-03,1.24218750e-02
-2.17350000e-07,1.31562500e-02,6.48437500e-03
-2.16550000e-07,3.90625000e-03,1.86718750e-02
-2.15750000e-07,1.25937500e-02,1.42187500e-02
-2.14950000e-07,8.46875000e-03,1.45312500e-02
-2.14150000e-07,1.36250000e-02,2.16406250e-02
-2.13350000e-07,4.90625000e-03,1.95312500e-02
-2.12550000e-07,1.20312500e-02,1.82031250e-02
-2.11750000e-07,7.87500000e-03,1.42968750e-02
-2.10950000e-07,1.23750000e-02,2.09375000e-02
-2.10150000e-07,2.96875000e-03,1.87500000e-02
-2.09350000e-07,1.09687500e-02,1.54687500e-02
-2.08550000e-07,8.81250000e-03,8.90625000e-03
-2.07750000e-07,9.43750000e-03,1.92187500e-02
-2.06950000e-07,1.22500000e-02,2.00000000e-02
-2.06150000e-07,1.14062500e-02,1.03125000e-02
-2.05350000e-07,7.34375000e-03,2.03125000e-02
-2.04550000e-07,9.56250000e-03,1.28906250e-02
-2.03750000e-07,9.75000000e-03,2.03125000e-02
-2.02950000e-07,6.43750000e-03,7.57812500e-03
-2.02150000e-07,7.90625000e-03,2.11718750e-02
-2.01350000e-07,8.37500000e-03,1.14062500e-02
-2.00550000e-07,1.03437500e-02,2.10937500e-02
-1.99750000e-07,1.00937500e-02,4.06250000e-03
-1.98950000e-07,1.13750000e-02,1.28125000e-02
-1.98150000e-07,7.93750000e-03,1.69531250e-02
-1.97350000e-07,6.06250000e-03,1.70312500e-02
-1.96550000e-07,1.48750000e-02,1.48437500e-02
-1.95750000e-07,6.90625000e-03,1.30468750e-02
-1.94950000e-07,1.03750000e-02,8.98437500e-03
-1.94150000e-07,6.37500000e-03,1.06250000e-02
-1.93350000e-07,1.62812500e-02,1.30468750e-02
-1.92550000e-07,4.59375000e-03,1.19531250e-02
-1.91750000e-07,1.19375000e-02,2.36718750e-02
-1.90950000e-07,4.40625000e-03,1.93750000e-02
-1.90150000e-07,1.18125000e-02,9.53125000e-03
-1.89350000e-07,7.93750000e-03,5.93750000e-03
-1.88550000e-07,1.45937500e-02,1.98437500e-02
-1.87750000e-07,6.84375000e-03,1.48437500e-02
-1.86950000e-07,7.12500000e-03,5.70312500e-03
-1.86150000e-07,5.71875000e-03,8.12500000e-03
-1.85350000e-07,1.15937500e-02,2.51562500e-02
-1.84550000e-07,2.31250000e-03,1.67968750e-02
-1.83750000e-07,1.25625000e-02,1.10156250e-02
-1.82950000e-07,6.56250000e-03,1.50781250e-02
-1.82150000e-07,7.90625000e-03,1.75781250e-02
-1.81350000e-07,8.53125000e-03,5.07812500e-03
-1.80550000e-07,1.10937500e-02,1.53125000e-02
-1.79750000e-07,3.56250000e-03,9.60937500e-03
-1.78950000e-07,1.08125000e-02,1.66406250e-02
-1.78150000e-07,1.30625000e-02,1.49218750e-02
-1.77350000e-07,8.90625000e-03,2.10937500e-02
-1.76550000e-07,7.28125000e-03,1.60937500e-02
-1.75750000e-07,4.25000000e-03,1.44531250e-02
-1.74950000e-07,8.68750000e-03,1.88281250e-02
-1.74150000e-07,5.53125000e-03,4.37500000e-03
-1.73350000e-07,1.37187500e-02,1.79687500e-02
-1.72550000e-07,1.05937500e-02,1.89062500e-02
-1.71750000e-07,5.18750000e-03,2.21093750e-02
-1.70950000e-07,8.18750000e-03,4.92187500e-03
-1.70150000e-07,1.03750000e-02,1.92187500e-02
-1.69350000e-07,1.14375000e-02,1.34375000e-02
-1.68550000e-07,1.05937500e-02,1.31250000e-02
-1.67750000e-07,1.25625000e-02,1.23437500e-02
-1.66950000e-07,5.96875000e-03,1.83593750e-02
-1.66150000e-07,1.37187500e-02,1.35156250e-02
-1.65350000e-07,8.43750000e-03,9.76562500e-03
-1.64550000e-07,1.31250000e-02,1.11718750e-02
-1.63750000e-07,7.34375000e-03,1.52343750e-02
-1.62950000e-07,1.34687500e-02,1.70312500e-02
-1.62150000e-07,6.37500000e-03,2.22656250e-02
-1.61350000e-07,8.46875000e-03,1.00781250e-02
-1.60550000e-07,5.28125000e-03,7.34375000e-03
-1.59750000e-07,9.40625000e-03,1.84375000e-02
-1.58950000e-07,7.43750000e-03,1.82031250e-02
-1.58150000e-07,1.20937500e-02,6.95312500e-03
-1.57350000e-07,1.01250000e-02,1.32812500e-02
-1.56550000e-07,6.28125000e-03,1.68750000e-02
