Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.54687500,,Zero Index,349.54687500
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79637500e-07,1.49375000e-02,1.39062500e-02
-2.78837500e-07,1.31250000e-02,1.77343750e-02
-2.78037500e-07,7.31250000e-03,2.09375000e-02
-2.77237500e-07,9.25000000e-03,1.54687500e-02
-2.76437500e-07,1.04375000e-02,1.10156250e-02
-2.75637500e-07,1.14375000e-02,1.25000000e-02
-2.74837500e-07,7.37500000e-03,1.51562500e-02
-2.74037500e-07,8.43750000e-03,1.57812500e-02
-2.73237500e-07,1.27500000e-02,2.36718750e-02
-2.72437500e-07,1.28125000e-02,1.94531250e-02
-2.71637500e-07,8.25000000e-03,2.22656250e-02
-2.70837500e-07,8.43750000e-03,2.07031250e-02
-2.70037500e-07,8.62500000e-03,2.07812500e-02
-2.69237500e-07,1.58437500e-02,1.33593750e-02
-2.68437500e-07,5.34375000e-03,1.50781250e-02
-2.67637500e-07,6.75000000e-03,1.88281250e-02
-2.66837500e-07,7.28125000e-03,1.16406250e-02
-2.66037500e-07,1.24375000e-02,1.96875000e-02
-2.65237500e-07,4.15625000e-03,1.35937500e-02
-2.64437500e-07,1.32187500e-02,2.17187500e-02
-2.63637500e-07,5.84375000e-03,2.20312500e-02
-2.62837500e-07,1.20937500e-02,1.14062500e-02
-2.62037500e-07,3.28125000e-03,1.57812500e-02
-2.61237500e-07,1.69375000e-02,1.42187500e-02
-2.60437500e-07,7.31250000e-03,2.24218750e-02
-2.59637500e-07,1.17500000e-02,2.18750000e-02
-2.58837500e-07,6.71875000e-03,6.25000000e-03
-2.58037500e-07,1.08750000e-02,2.25000000e-02
-2.57237500e-07,6.34375000e-03,2.33593750e-02
-2.56437500e-07,1.52500000e-02,2.00000000e-02
-2.55637500e-07,6.12500000e-03,1.28906250e-02
-2.54837500e-07,6.90625000e-03,2.28906250e-02
-2.54037500e-07,1.41875000e-02,1.40625000e-02
-2.53237500e-07,1.19687500e-02,2.61718750e-02
-2.52437500e-07,1.71875000e-03,5.93750000e-03
-2.51637500e-07,9.62500000e-03,2.25781250e-02
-2.50837500e-07,1.24375000e-02,1.38281250e-02
-2.50037500e-07,1.09687500e-02,1.05468750e-02
-2.49237500e-07,7.59375000e-03,1.82812500e-02
-2.48437500e-07,9.62500000e-03,1.23437500e-02
-2.47637500e-07,1.32812500e-02,2.42968750e-02
-2.46837500e-07,6.78125000e-03,1.73437500e-02
-2.46037500e-07,1.26250000e-02,9.60937500e-03
-2.45237500e-07,1.07187500e-02,1.65625000e-02
-2.44437500e-07,5.37500000e-03,2.80468750e-02
-2.43637500e-07,1.45000000e-02,1.12500000e-02
-2.42837500e-07,1.08125000e-02,1.64062500e-02
-2.42037500e-07,9.09375000e-03,1.60156250e-02
-2.41237500e-07,6.40625000e-03,1.10156250e-02
-2.40437500e-07,1.20937500e-02,2.09375000e-02
-2.39637500e-07,2.25000000e-03,3.51562500e-03
-2.38837500e-07,1.28437500e-02,1.60937500e-02
-2.38037500e-07,1.02187500e-02,1.95312500e-02
-2.37237500e-07,1.69687500e-02,2.09375000e-02
-2.36437500e-07,3.78125000e-03,8.82812500e-03
