Model,MSO64B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000
Zero Index,349.62890625,,Zero Index,349.62890625
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000

Labels,,
TIME,CH1,CH2
-2.79703125e-07,5.96875000e-03,7.50000000e-03
-2.78903125e-07,5.75000000e-03,1.56250000e-03
-2.78103125e-07,3.03125000e-03,1.23437500e-02
-2.77303125e-07,2.75000000e-03,1.32812500e-03
-2.76503125e-07,7.81250000e-03,2.42187500e-03
-2.75703125e-07,4.81250000e-03,-3.12500000e-04
-2.74903125e-07,5.93750000e-03,7.89062500e-03
-2.74103125e-07,4.59375000e-03,-1.09375000e-03
-2.73303125e-07,7.84375000e-03,8.04687500e-03
-2.72503125e-07,4.71875000e-03,1.14843750e-02
-2.71703125e-07,6.53125000e-03,1.23437500e-02
-2.70903125e-07,2.75000000e-03,9.29687500e-03
-2.70103125e-07,5.18750000e-03,4.37500000e-03
-2.69303125e-07,6.81250000e-03,1.94531250e-02
-2.68503125e-07,5.84375000e-03,4.53125000e-03
-2.67703125e-07,7.84375000e-03,8.20312500e-03
-2.66903125e-07,5.18750000e-03,-1.87500000e-03
-2.66103125e-07,5.90625000e-03,1.17187500e-03
-2.65303125e-07,1.06250000e-03,1.10937500e-02
-2.64503125e-07,8.03125000e-03,6.79687500e-03
-2.63703125e-07,1.37500000e-03,7.81250000e-03
-2.62903125e-07,7.62500000e-03,1.67968750e-02
-2.62103125e-07,2.43750000e-03,7.34375000e-03
-2.61303125e-07,9.00000000e-03,1.93750000e-02
-2.60503125e-07,3.28125000e-03,-2.96875000e-03
-2.59703125e-07,4.46875000e-03,-7.03125000e-04
-2.58903125e-07,5.21875000e-03,7.03125000e-03
-2.58103125e-07,7.15625000e-03,1.10156250e-02
-2.57303125e-07,2.15625000e-03,1.60937500e-02
-2.56503125e-07,6.53125000e-03,7.89062500e-03
-2.55703125e-07,4.06250000e-04,8.12500000e-03
-2.54903125e-07,2.00000000e-03,3.43750000e-03
-2.54103125e-07,8.31250000e-03,3.67187500e-03
-2.53303125e-07,8.28125000e-03,8.90625000e-03
-2.52503125e-07,3.12500000e-05,6.17187500e-03
-2.51703125e-07,6.43750000e-03,1.15625000e-02
-2.50903125e-07,6.50000000e-03,2.10937500e-03
-2.50103125e-07,9.59375000e-03,1.10937500e-02
-2.49303125e-07,2.50000000e-03,7.96875000e-03
-2.48503125e-07,7.68750000e-03,3.59375000e-03
-2.47703125e-07,2.90625000e-03,6.95312500e-03
-2.46903125e-07,1.65625000e-03,7.57812500e-03
-2.46103125e-07,7.62500000e-03,1.07812500e-02
-2.45303125e-07,3.84375000e-03,-3.82812500e-03
-2.44503125e-07,3.46875000e-03,9.92187500e-03
-2.43703125e-07,5.12500000e-03,1.00781250e-02
-2.42903125e-07,6.59375000e-03,1.09375000e-02
-2.42103125e-07,3.75000000e-03,1.39843750e-02
-2.41303125e-07,2.59375000e-03,8.67187500e-03
-2.40503125e-07,1.03125000e-02,9.37500000e-03
-2.39703125e-07,-3.75000000e-04,7.03125000e-04
-2.38903125e-07,4.56250000e-03,3.59375000e-03
-2.38103125e-07,5.81250000e-03,-1.01562500e-03
-2.37303125e-07,8.40625000e-03,6.56250000e-03
-2.36503125e-07,6.25000000e-04,1.42187500e-02
-2.35703125e-07,8.65625000e-03,1.00000000e-02
-2.34903125e-07,1.56250000e-04,1.08593750e-02
-2.34103125e-07,7.34375000e-03,1.19531250e-02
-2.33303125e-07,5.03125000e-03,2.10937500e-03
-2.32503125e-07,1.16875000e-02,1.03125000e-02
-2.31703125e-07,6.25000000e-03,1.39062500e-02
-2.30903125e-07,2.46875000e-03,1.95312500e-03
-2.30103125e-07,4.18750000e-03,5.07812500e-03
-2.29303125e-07,7.56250000e-03,1.14843750e-02
-2.28503125e-07,8.40625000e-03,4.84375000e-03
-2.27703125e-07,9.81250000e-03,1.68750000e-02
-2.26903125e-07,-2.81250000e-03,7.10937500e-03
-2.26103125e-07,8.84375000e-03,2.34375000e-03
-2.25303125e-07,5.46875000e-03,1.09375000e-02
-2.24503125e-07,3.43750000e-03,1.13281250e-02
-2.23703125e-07,4.81250000e-03,7.34375000e-03
