Model,MSO64B
Channel,CH1,,Channel,CH2,,Channel,REF1,,Channel,REF2
Label,,,Label,,,Label,CH1,,Label,CH2
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10,,Sample Interval,8.00000000e-10
Record Length,5000,,Record Length,5000,,Record Length,5000,,Record Length,5000
Zero Index,349.10156250,,Zero Index,349.10156250,,Zero Index,349.11328125,,Zero Index,349.11328125
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000,,yOffset,0.000000
yPosition,2.160000,,yPosition,2.180000,,yPosition,2.160000,,yPosition,2.180000

Labels,,,,Labels,CH1,,Labels,CH2
TIME,CH1,CH2,,TIME,REF1,,TIME,REF2
1.23918750e-07,5.93750000e-04,8.28125000e-03,,1.23909375e-07,7.00000022e-03,,1.23909375e-07,1.03906253e-02
1.24718750e-07,4.15625000e-03,7.42187500e-03,,1.24709375e-07,3.68750002e-03,,1.24709375e-07,3.35937506e-03
1.25518750e-07,-5.31250000e-04,1.57812500e-02,,1.25509375e-07,2.53125001e-03,,1.25509375e-07,9.37500037e-03
1.26318750e-07,-8.43750000e-04,1.87500000e-03,,1.26309375e-07,-1.65624998e-03,,1.26309375e-07,4.68750019e-03
1.27118750e-07,3.15625000e-03,1.08593750e-02,,1.27109375e-07,4.49999981e-03,,1.27109375e-07,1.21093746e-02
1.27918750e-07,7.37500000e-03,9.92187500e-03,,1.27909375e-07,4.90625016e-03,,1.27909375e-07,1.95312500e-03
1.28718750e-07,-1.96875000e-03,1.79687500e-02,,1.28709375e-07,3.53124994e-03,,1.28709375e-07,1.16406251e-02
1.29518750e-07,-3.75000000e-04,1.10937500e-02,,1.29509375e-07,-3.12500005e-03,,1.29509375e-07,7.96874985e-03
1.30318750e-07,6.71875000e-03,9.37500000e-03,,1.30309375e-07,3.06249992e-03,,1.30309375e-07,2.07812507e-02
1.31118750e-07,1.06250000e-03,2.05468750e-02,,1.31109375e-07,4.81249997e-03,,1.31109375e-07,4.99999989e-03
1.31918750e-07,9.68750000e-04,1.15625000e-02,,1.31909375e-07,7.81250012e-04,,1.31909375e-07,1.55468751e-02
1.32718750e-07,9.68750000e-04,7.26562500e-03,,1.32709375e-07,4.56249993e-03,,1.32709375e-07,1.35937501e-02
1.33518750e-07,3.78125000e-03,1.06250000e-02,,1.33509375e-07,2.46875011e-03,,1.33509375e-07,6.09374978e-03
1.34318750e-07,4.18750000e-03,1.58593750e-02,,1.34309375e-07,4.09374991e-03,,1.34309375e-07,1.66406259e-02
1.35118750e-07,-3.12500000e-05,1.17968750e-02,,1.35109375e-07,3.46875004e-03,,1.35109375e-07,1.77343749e-02
1.35918750e-07,6.46875000e-03,1.39062500e-02,,1.35909375e-07,1.31249998e-03,,1.35909375e-07,1.42968753e-02
1.36718750e-07,-2.09375000e-03,1.63281250e-02,,1.36709375e-07,1.43750000e-03,,1.36709375e-07,7.18750013e-03
1.37518750e-07,8.62500000e-03,3.75000000e-03,,1.37509375e-07,-4.37500014e-04,,1.37509375e-07,1.25000002e-02
1.38318750e-07,-2.84375000e-03,1.47656250e-02,,1.38309375e-07,2.59374990e-03,,1.38309375e-07,3.20312497e-03
1.39118750e-07,3.12500000e-05,8.98437500e-03,,1.39109375e-07,-2.18750001e-03,,1.39109375e-07,2.26562493e-03
1.39918750e-07,2.75000000e-03,4.76562500e-03,,1.39909375e-07,-1.53124996e-03,,1.39909375e-07,1.75000001e-02
1.40718750e-07,3.81250000e-03,1.60156250e-02,,1.40709375e-07,3.12500015e-05,,1.40709375e-07,1.37499999e-02
1.41518750e-07,-3.78125000e-03,6.48437500e-03,,1.41509375e-07,2.74999999e-03,,1.41509375e-07,1.32812504e-02
1.42318750e-07,4.37500000e-04,1.53906250e-02,,1.42309375e-07,-6.65624999e-03,,1.42309375e-07,1.17968749e-02
1.43118750e-07,4.37500000e-04,3.75000000e-03,,1.43109375e-07,1.00000005e-03,,1.43109375e-07,1.11718746e-02
1.43918750e-07,2.56250000e-03,1.35156250e-02,,1.43909375e-07,3.31249996e-03,,1.43909375e-07,2.65625003e-03
1.44718750e-07,-3.78125000e-03,1.17187500e-02,,1.44709375e-07,3.28124990e-03,,1.44709375e-07,1.15625001e-02
1.45518750e-07,8.00000000e-03,4.68750000e-03,,1.45509375e-07,-4.56249993e-03,,1.45509375e-07,1.38281249e-02
1.46318750e-07,8.43750000e-04,1.07031250e-02,,1.46309375e-07,1.03124999e-03,,1.46309375e-07,1.25781251e-02
1.47118750e-07,5.96875000e-03,5.23437500e-03,,1.47109375e-07,-3.74999992e-03,,1.47109375e-07,1.05468752e-02
1.47918750e-07,-2.71875000e-03,2.89062500e-03,,1.47909375e-07,1.75000005e-03,,1.47909375e-07,1.33593753e-02
1.48718750e-07,2.46875000e-03,1.02343750e-02,,1.48709375e-07,6.56249991e-04,,1.48709375e-07,1.91406254e-02
1.49518750e-07,9.68750000e-04,1.05468750e-02,,1.49509375e-07,-1.15625001e-03,,1.49509375e-07,1.24218753e-02
1.50318750e-07,3.96875000e-03,3.43750000e-03,,1.50309375e-07,1.81249995e-03,,1.50309375e-07,1.45312501e-02
1.51118750e-07,-8.62500000e-03,8.20312500e-03,,1.51109375e-07,2.59374990e-03,,1.51109375e-07,1.50781246e-02
1.51918750e-07,-2.12500000e-03,7.42187500e-03,,1.51909375e-07,-2.43750005e-03,,1.51909375e-07,1.17968749e-02
1.52718750e-07,4.34375000e-03,2.96875000e-03,,1.52709375e-07,-1.03124999e-03,,1.52709375e-07,2.04687491e-02
1.53518750e-07,3.84375000e-03,1.69531250e-02,,1.53509375e-07,6.50000013e-03,,1.53509375e-07,4.84375004e-03
1.54318750e-07,2.37500000e-03,1.70312500e-02,,1.54309375e-07,6.84374990e-03,,1.54309375e-07,1.21874996e-02
1.55118750e-07,7.15625000e-03,5.85937500e-03,,1.55109375e-07,-2.21875007e-03,,1.55109375e-07,1.63281243e-02
1.55918750e-07,6.00000000e-03,1.48437500e-03,,1.55909375e-07,3.62499990e-03,,1.55909375e-07,1.38281249e-02
1.56718750e-07,1.87500000e-04,1.08593750e-02,,1.56709375e-07,1.18749996e-03,,1.56709375e-07,1.70312505e-02
1.57518750e-07,1.31250000e-03,-1.32812500e-03,,1.57509375e-07,1.09375000e-03,,1.57509375e-07,5.07812481e-03
1.58318750e-07,1.12500000e-03,6.56250000e-03,,1.58309375e-07,-1.53124996e-03,,1.58309375e-07,1.21093746e-02
1.59118750e-07,5.15625000e-03,1.07031250e-02,,1.59109375e-07,4.81249997e-03,,1.59109375e-07,1.51562504e-02
1.59918750e-07,3.87500000e-03,6.25000000e-03,,1.59909375e-07,5.71874995e-03,,1.59909375e-07,1.57031249e-02
1.60718750e-07,6.43750000e-03,1.47656250e-02,,1.60709375e-07,2.81250011e-03,,1.60709375e-07,1.43750003e-02
1.61518750e-07,3.09375000e-03,1.12500000e-02,,1.61509375e-07,3.15625011e-03,,1.61509375e-07,1.03125004e-02
1.62318750e-07,2.84375000e-03,5.31250000e-03,,1.62309375e-07,-2.18750007e-04,,1.62309375e-07,6.56249980e-03
1.63118750e-07,5.62500000e-03,2.96875000e-03,,1.63109375e-07,1.59374997e-03,,1.63109375e-07,9.29687545e-03
1.63918750e-07,2.34375000e-03,1.81250000e-02,,1.63909375e-07,2.21875007e-03,,1.63909375e-07,8.67187511e-03
1.64718750e-07,2.15625000e-03,7.81250000e-03,,1.64709375e-07,2.40624999e-03,,1.64709375e-07,1.39843747e-02
1.65518750e-07,2.65625000e-03,-4.68750000e-04,,1.65509375e-07,5.62500022e-03,,1.65509375e-07,7.89062493e-03
1.66318750e-07,7.06250000e-03,1.63281250e-02,,1.66309375e-07,1.21875003e-03,,1.66309375e-07,1.07812500e-02
1.67118750e-07,-4.40625000e-03,1.17187500e-02,,1.67109375e-07,8.90624989e-03,,1.67109375e-07,2.12500002e-02
1.67918750e-07,1.46875000e-03,9.53125000e-03,,1.67909375e-07,-1.31249998e-03,,1.67909375e-07,1.68750007e-02
1.68718750e-07,4.68750000e-04,1.78125000e-02,,1.68709375e-07,4.71874978e-03,,1.68709375e-07,1.03906253e-02
1.69518750e-07,8.21875000e-03,3.82812500e-03,,1.69509375e-07,5.62500022e-03,,1.69509375e-07,8.51562526e-03
1.70318750e-07,-1.56250000e-03,1.48437500e-02,,1.70309375e-07,9.81250033e-03,,1.70309375e-07,3.43749998e-03
1.71118750e-07,4.37500000e-03,5.85937500e-03,,1.71109375e-07,-1.37499999e-03,,1.71109375e-07,2.47656256e-02
1.71918750e-07,-6.56250000e-04,1.54687500e-02,,1.71909375e-07,6.87499996e-03,,1.71909375e-07,1.00781247e-02
1.72718750e-07,3.81250000e-03,1.31250000e-02,,1.72709375e-07,4.49999981e-03,,1.72709375e-07,1.46875000e-02
1.73518750e-07,-1.40625000e-03,1.25781250e-02,,1.73509375e-07,6.28125016e-03,,1.73509375e-07,1.35937501e-02
1.74318750e-07,4.62500000e-03,7.89062500e-03,,1.74309375e-07,5.00000024e-04,,1.74309375e-07,8.67187511e-03
1.75118750e-07,-2.81250000e-03,8.67187500e-03,,1.75109375e-07,4.12499998e-03,,1.75109375e-07,1.91406254e-02
1.75918750e-07,6.46875000e-03,8.67187500e-03,,1.75909375e-07,4.71874978e-03,,1.75909375e-07,9.60937515e-03
1.76718750e-07,-2.65625000e-03,1.00000000e-02,,1.76709375e-07,8.40624981e-03,,1.76709375e-07,9.92187485e-03
1.77518750e-07,-2.18750000e-04,7.03125000e-04,,1.77509375e-07,3.43749998e-04,,1.77509375e-07,1.38281249e-02
1.78318750e-07,7.21875000e-03,1.56250000e-02,,1.78309375e-07,2.37499992e-03,,1.78309375e-07,8.43750034e-03
1.79118750e-07,6.50000000e-03,9.06250000e-03,,1.79109375e-07,1.02500003e-02,,1.79109375e-07,9.99999978e-03
1.79918750e-07,-9.37500000e-05,9.37500000e-04,,1.79909375e-07,1.31562501e-02,,1.79909375e-07,5.78125007e-03
1.80718750e-07,-1.37500000e-03,1.02343750e-02,,1.80709375e-07,2.12500012e-03,,1.80709375e-07,5.54687483e-03
1.81518750e-07,5.46875000e-03,6.01562500e-03,,1.81509375e-07,7.56249996e-03,,1.81509375e-07,7.34374998e-03
1.82318750e-07,3.53125000e-03,6.87500000e-03,,1.82309375e-07,5.87499980e-03,,1.82309375e-07,1.14843752e-02
1.83118750e-07,1.06250000e-03,4.21875000e-03,,1.83109375e-07,4.81249997e-03,,1.83109375e-07,1.32031254e-02
1.83918750e-07,3.78125000e-03,8.98437500e-03,,1.83909375e-07,8.75000004e-03,,1.83909375e-07,4.76562511e-03
1.84718750e-07,5.21875000e-03,1.80468750e-02,,1.84709375e-07,3.65624996e-03,,1.84709375e-07,2.07812507e-02
1.85518750e-07,3.12500000e-05,9.14062500e-03,,1.85509375e-07,7.65625015e-03,,1.85509375e-07,1.24218753e-02
1.86318750e-07,4.06250000e-03,1.14062500e-02,,1.86309375e-07,4.00000019e-03,,1.86309375e-07,2.32031252e-02
1.87118750e-07,5.71875000e-03,9.29687500e-03,,1.87109375e-07,3.43749998e-03,,1.87109375e-07,1.07812500e-02
1.87918750e-07,3.75000000e-04,2.00000000e-02,,1.87909375e-07,2.53125001e-03,,1.87909375e-07,1.05468752e-02
1.88718750e-07,6.28125000e-03,9.60937500e-03,,1.88709375e-07,1.75000005e-03,,1.88709375e-07,1.17968749e-02
1.89518750e-07,1.87500000e-03,1.53125000e-02,,1.89509375e-07,7.03124981e-03,,1.89509375e-07,7.81250000e-03
1.90318750e-07,8.15625000e-03,4.21875000e-03,,1.90309375e-07,4.15625004e-03,,1.90309375e-07,5.31250006e-03
1.91118750e-07,3.31250000e-03,3.12500000e-04,,1.91109375e-07,6.40624994e-03,,1.91109375e-07,7.34374998e-03
1.91918750e-07,7.15625000e-03,4.76562500e-03,,1.91909375e-07,5.87499980e-03,,1.91909375e-07,8.75000004e-03
1.92718750e-07,-3.37500000e-03,2.96875000e-03,,1.92709375e-07,9.40624997e-03,,1.92709375e-07,1.53125003e-02
1.93518750e-07,8.00000000e-03,1.41406250e-02,,1.93509375e-07,9.06249974e-04,,1.93509375e-07,3.90625000e-03
1.94318750e-07,3.65625000e-03,1.40625000e-03,,1.94309375e-07,1.00937504e-02,,1.94309375e-07,1.08593749e-02
1.95118750e-07,6.59375000e-03,1.57031250e-02,,1.95109375e-07,5.78125007e-03,,1.95109375e-07,7.26562506e-03
1.95918750e-07,-3.12500000e-04,1.12500000e-02,,1.95909375e-07,9.03125014e-03,,1.95909375e-07,1.21093746e-02
1.96718750e-07,5.43750000e-03,1.00781250e-02,,1.96709375e-07,2.06249999e-03,,1.96709375e-07,7.34374998e-03
1.97518750e-07,1.56250000e-04,1.14062500e-02,,1.97509375e-07,9.56249982e-03,,1.97509375e-07,1.60937496e-02
1.98318750e-07,2.59375000e-03,1.45312500e-02,,1.98309375e-07,6.50000013e-03,,1.98309375e-07,1.03906253e-02
1.99118750e-07,3.06250000e-03,7.89062500e-03,,1.99109375e-07,7.68750021e-03,,1.99109375e-07,7.96874985e-03
1.99918750e-07,4.81250000e-03,2.81250000e-03,,1.99909375e-07,2.03124993e-03,,1.99909375e-07,7.03125028e-04
2.00718750e-07,3.53125000e-03,1.28906250e-02,,2.00709375e-07,7.65625015e-03,,2.00709375e-07,5.07812481e-03
2.01518750e-07,3.65625000e-03,1.12500000e-02,,2.01509375e-07,3.03125009e-03,,2.01509375e-07,1.41406246e-02
2.02318750e-07,9.06250000e-04,1.26562500e-02,,2.02309375e-07,6.93750009e-03,,2.02309375e-07,1.59374997e-02
2.03118750e-07,1.40625000e-03,5.15625000e-03,,2.03109375e-07,3.78124998e-03,,2.03109375e-07,4.60937480e-03
2.03918750e-07,5.25000000e-03,1.01562500e-03,,2.03909375e-07,2.96874996e-03,,2.03909375e-07,1.42968753e-02
2.04718750e-07,1.03750000e-02,1.75000000e-02,,2.04709375e-07,1.01562496e-02,,2.04709375e-07,1.84374992e-02
2.05518750e-07,-1.59375000e-03,5.46875000e-04,,2.05509375e-07,1.03125004e-02,,2.05509375e-07,1.25000002e-02
2.06318750e-07,1.06250000e-03,3.82812500e-03,,2.06309375e-07,7.18750001e-04,,2.06309375e-07,7.26562506e-03
2.07118750e-07,1.96875000e-03,1.22656250e-02,,2.07109375e-07,9.12499987e-03,,2.07109375e-07,1.26562500e-02
2.07918750e-07,3.34375000e-03,1.47656250e-02,,2.07909375e-07,5.81250014e-03,,2.07909375e-07,6.56249980e-03
2.08718750e-07,5.43750000e-03,1.14062500e-02,,2.08709375e-07,4.40625008e-03,,2.08709375e-07,1.07812500e-02
2.09518750e-07,1.18750000e-03,1.27343750e-02,,2.09509375e-07,4.21875017e-03,,2.09509375e-07,4.60937480e-03
2.10318750e-07,6.06250000e-03,1.52343750e-02,,2.10309375e-07,4.18750010e-03,,2.10309375e-07,8.35937541e-03
2.11118750e-07,6.09375000e-03,1.31250000e-02,,2.11109375e-07,9.81250033e-03,,2.11109375e-07,1.99999996e-02
2.11918750e-07,4.75000000e-03,4.53125000e-03,,2.11909375e-07,8.84374976e-03,,2.11909375e-07,1.71093754e-02
2.12718750e-07,4.18750000e-03,9.37500000e-04,,2.12709375e-07,7.21875019e-03,,2.12709375e-07,8.51562526e-03
2.13518750e-07,2.75000000e-03,1.35937500e-02,,2.13509375e-07,6.96875015e-03,,2.13509375e-07,1.14062503e-02
2.14318750e-07,7.87500000e-03,1.18750000e-02,,2.14309375e-07,3.56250000e-03,,2.14309375e-07,1.51562504e-02
2.15118750e-07,6.81250000e-03,9.37500000e-03,,2.15109375e-07,9.06249974e-03,,2.15109375e-07,3.28124990e-03
2.15918750e-07,7.03125000e-03,3.35937500e-03,,2.15909375e-07,2.43750005e-03,,2.15909375e-07,1.02343746e-02
2.16718750e-07,3.15625000e-03,3.75000000e-03,,2.16709375e-07,2.31250003e-03,,2.16709375e-07,1.71875004e-02
2.17518750e-07,7.87500000e-03,1.68750000e-02,,2.17509375e-07,8.18749983e-03,,2.17509375e-07,1.04687503e-02
2.18318750e-07,-1.03125000e-03,7.26562500e-03,,2.18309375e-07,1.36249997e-02,,2.18309375e-07,8.67187511e-03
2.19118750e-07,5.31250000e-03,8.20312500e-03,,2.19109375e-07,2.74999999e-03,,2.19109375e-07,3.43749998e-03
2.19918750e-07,9.06250000e-04,8.82812500e-03,,2.19909375e-07,1.06875002e-02,,2.19909375e-07,1.68750007e-02
2.20718750e-07,6.37500000e-03,1.41406250e-02,,2.20709375e-07,1.09374998e-02,,2.20709375e-07,7.18750013e-03
2.21518750e-07,2.78125000e-03,1.33593750e-02,,2.21509375e-07,7.46874977e-03,,2.21509375e-07,1.01562496e-02
2.22318750e-07,6.18750000e-03,1.52343750e-02,,2.22309375e-07,5.96874999e-03,,2.22309375e-07,6.64062519e-03
2.23118750e-07,-1.25000000e-03,2.57812500e-03,,2.23109375e-07,1.09687503e-02,,2.23109375e-07,1.15625001e-02
2.23918750e-07,5.96875000e-03,5.07812500e-03,,2.23909375e-07,2.46875011e-03,,2.23909375e-07,5.31250006e-03
2.24718750e-07,2.03125000e-03,1.81250000e-02,,2.24709375e-07,7.78124994e-03,,2.24709375e-07,9.60937515e-03
2.25518750e-07,1.26562500e-02,1.44531250e-02,,2.25509375e-07,1.93749997e-03,,2.25509375e-07,9.29687545e-03
2.26318750e-07,3.21875000e-03,7.96875000e-03,,2.26309375e-07,5.75000001e-03,,2.26309375e-07,5.62500022e-03
2.27118750e-07,3.87500000e-03,1.20312500e-02,,2.27109375e-07,1.90625002e-03,,2.27109375e-07,1.94531251e-02
2.27918750e-07,2.21875000e-03,9.29687500e-03,,2.27909375e-07,1.04062501e-02,,2.27909375e-07,5.15625020e-03
2.28718750e-07,-6.25000000e-04,6.17187500e-03,,2.28709375e-07,2.56250007e-03,,2.28709375e-07,1.29687497e-02
2.29518750e-07,8.68750000e-03,9.53125000e-03,,2.29509375e-07,5.21874987e-03,,2.29509375e-07,1.38281249e-02
2.30318750e-07,7.28125000e-03,1.33593750e-02,,2.30309375e-07,6.81249984e-03,,2.30309375e-07,6.01562485e-03
2.31118750e-07,2.81250000e-04,9.29687500e-03,,2.31109375e-07,4.56249993e-03,,2.31109375e-07,1.21874996e-02
2.31918750e-07,3.62500000e-03,3.51562500e-03,,2.31909375e-07,3.21875000e-03,,2.31909375e-07,9.29687545e-03
2.32718750e-07,7.87500000e-03,7.65625000e-03,,2.32709375e-07,4.43750015e-03,,2.32709375e-07,1.33593753e-02
2.33518750e-07,2.59375000e-03,1.81250000e-02,,2.33509375e-07,4.87500010e-03,,2.33509375e-07,5.31250006e-03
2.34318750e-07,5.25000000e-03,1.05468750e-02,,2.34309375e-07,5.15625020e-03,,2.34309375e-07,7.57812522e-03
2.35118750e-07,7.37500000e-03,1.56250000e-03,,2.35109375e-07,3.50000011e-03,,2.35109375e-07,4.21875017e-03
2.35918750e-07,4.96875000e-03,1.77343750e-02,,2.35909375e-07,4.43750015e-03,,2.35909375e-07,1.30468747e-02
2.36718750e-07,3.53125000e-03,1.77343750e-02,,2.36709375e-07,5.43749984e-03,,2.36709375e-07,1.66406259e-02
2.37518750e-07,9.37500000e-05,1.52343750e-02,,2.37509375e-07,3.71875009e-03,,2.37509375e-07,1.32031254e-02
2.38318750e-07,4.00000000e-03,1.03906250e-02,,2.38309375e-07,2.03124993e-03,,2.38309375e-07,8.04687478e-03
2.39118750e-07,-2.84375000e-03,4.76562500e-03,,2.39109375e-07,3.31249996e-03,,2.39109375e-07,1.53906252e-02
2.39918750e-07,6.50000000e-03,1.34375000e-02,,2.39909375e-07,1.84375001e-03,,2.39909375e-07,8.51562526e-03
2.40718750e-07,2.31250000e-03,6.71875000e-03,,2.40709375e-07,5.56250010e-03,,2.40709375e-07,1.14843752e-02
2.41518750e-07,6.53125000e-03,1.67187500e-02,,2.41509375e-07,5.46874991e-03,,2.41509375e-07,3.28124990e-03
2.42318750e-07,7.18750000e-04,-7.81250000e-05,,2.42309375e-07,3.68750002e-03,,2.42309375e-07,1.29687497e-02
2.43118750e-07,7.37500000e-03,1.36718750e-02,,2.43109375e-07,2.18750001e-03,,2.43109375e-07,7.81250000e-03
2.43918750e-07,-1.84375000e-03,5.23437500e-03,,2.43909375e-07,5.84375020e-03,,2.43909375e-07,3.67187499e-03
2.44718750e-07,6.37500000e-03,8.98437500e-03,,2.44709375e-07,-2.59374990e-03,,2.44709375e-07,9.53125022e-03
2.45518750e-07,3.75000000e-03,8.75000000e-03,,2.45509375e-07,2.24999990e-03,,2.45509375e-07,6.25000009e-03
2.46318750e-07,6.90625000e-03,1.14843750e-02,,2.46309375e-07,1.62500003e-03,,2.46309375e-07,1.55468751e-02
2.47118750e-07,2.93750000e-03,7.34375000e-03,,2.47109375e-07,6.31250022e-03,,2.47109375e-07,6.09374978e-03
2.47918750e-07,6.62500000e-03,8.20312500e-03,,2.47909375e-07,-1.53124996e-03,,2.47909375e-07,1.62499994e-02
2.48718750e-07,3.71875000e-03,4.14062500e-03,,2.48709375e-07,6.12499984e-03,,2.48709375e-07,1.45312501e-02
2.49518750e-07,4.09375000e-03,6.40625000e-03,,2.49509375e-07,4.49999981e-03,,2.49509375e-07,1.27343750e-02
2.50318750e-07,1.25000000e-04,8.20312500e-03,,2.50309375e-07,4.74999985e-03,,2.50309375e-07,1.92187503e-02
2.51118750e-07,4.53125000e-03,1.03125000e-02,,2.51109375e-07,3.87499994e-03,,2.51109375e-07,9.06249974e-03
2.51918750e-07,1.18750000e-03,1.47656250e-02,,2.51909375e-07,6.28125016e-03,,2.51909375e-07,1.34375002e-02
2.52718750e-07,5.81250000e-03,8.04687500e-03,,2.52709375e-07,3.84375011e-03,,2.52709375e-07,1.38281249e-02
2.53518750e-07,-4.12500000e-03,1.41406250e-02,,2.53509375e-07,8.93750042e-03,,2.53509375e-07,1.12500004e-02
2.54318750e-07,5.00000000e-04,8.51562500e-03,,2.54309375e-07,-1.12499995e-03,,2.54309375e-07,1.71875004e-02
2.55118750e-07,5.90625000e-03,-1.09375000e-03,,2.55109375e-07,1.18749996e-03,,2.55109375e-07,3.74999992e-03
2.55918750e-07,7.59375000e-03,1.36718750e-02,,2.55909375e-07,8.21875036e-03,,2.55909375e-07,-3.12499993e-04
2.56718750e-07,1.87500000e-04,6.64062500e-03,,2.56709375e-07,8.31250008e-03,,2.56709375e-07,1.63281243e-02
2.57518750e-07,3.46875000e-03,1.62500000e-02,,2.57509375e-07,2.53125001e-03,,2.57509375e-07,1.64843742e-02
2.58318750e-07,7.03125000e-03,7.89062500e-03,,2.58309375e-07,4.99999989e-03,,2.58309375e-07,1.12500004e-02
2.59118750e-07,4.31250000e-03,1.75781250e-02,,2.59109375e-07,9.25000012e-03,,2.59109375e-07,1.13281254e-02
2.59918750e-07,1.59375000e-03,9.76562500e-03,,2.59909375e-07,2.65625003e-03,,2.59909375e-07,1.53125003e-02
2.60718750e-07,-1.62500000e-03,1.08593750e-02,,2.60709375e-07,5.71874995e-03,,2.60709375e-07,1.18749999e-02
2.61518750e-07,4.81250000e-03,1.11718750e-02,,2.61509375e-07,8.43750022e-04,,2.61509375e-07,1.32812504e-02
2.62318750e-07,5.62500000e-03,8.75000000e-03,,2.62309375e-07,8.40624981e-03,,2.62309375e-07,1.51562504e-02
2.63118750e-07,4.50000000e-03,9.29687500e-03,,2.63109375e-07,2.37499992e-03,,2.63109375e-07,1.17968749e-02
2.63918750e-07,1.71875000e-03,2.81250000e-03,,2.63909375e-07,4.74999985e-03,,2.63909375e-07,7.34374998e-03
2.64718750e-07,-1.62500000e-03,1.01562500e-02,,2.64709375e-07,3.46875004e-03,,2.64709375e-07,1.54687501e-02
2.65518750e-07,8.37500000e-03,1.48437500e-03,,2.65509375e-07,1.90625002e-03,,2.65509375e-07,2.23437492e-02
2.66318750e-07,4.00000000e-03,1.03906250e-02,,2.66309375e-07,9.90625005e-03,,2.66309375e-07,1.03125004e-02
2.67118750e-07,3.34375000e-03,1.73437500e-02,,2.67109375e-07,4.31249989e-03,,2.67109375e-07,1.59374997e-02
2.67918750e-07,4.06250000e-03,7.89062500e-03,,2.67909375e-07,6.96875015e-03,,2.67909375e-07,1.03125004e-02
2.68718750e-07,5.53125000e-03,8.90625000e-03,,2.68709375e-07,5.81250014e-03,,2.68709375e-07,6.71875011e-03
2.69518750e-07,-5.00000000e-04,1.19531250e-02,,2.69509375e-07,8.59375019e-03,,2.69509375e-07,1.58593748e-02
2.70318750e-07,6.12500000e-03,3.43750000e-03,,2.70309375e-07,3.12499993e-04,,2.70309375e-07,1.79687503e-03
2.71118750e-07,4.00000000e-03,1.22656250e-02,,2.71109375e-07,6.90625003e-03,,2.71109375e-07,1.22656254e-02
2.71918750e-07,1.07812500e-02,1.65625000e-02,,2.71909375e-07,6.21875003e-03,,2.71909375e-07,9.92187485e-03
2.72718750e-07,2.00000000e-03,4.60937500e-03,,2.72709375e-07,7.62500009e-03,,2.72709375e-07,2.07031257e-02
2.73518750e-07,5.87500000e-03,1.16406250e-02,,2.73509375e-07,1.93749997e-03,,2.73509375e-07,8.28124955e-03
2.74318750e-07,5.18750000e-03,1.45312500e-02,,2.74309375e-07,6.71875011e-03,,2.74309375e-07,1.14062503e-02
2.75118750e-07,8.81250000e-03,1.12500000e-02,,2.75109375e-07,1.12499995e-03,,2.75109375e-07,1.04687503e-02
2.75918750e-07,2.40625000e-03,3.98437500e-03,,2.75909375e-07,6.06250018e-03,,2.75909375e-07,1.32812504e-02
2.76718750e-07,9.00000000e-03,1.35937500e-02,,2.76709375e-07,1.62500003e-03,,2.76709375e-07,-1.56249997e-04
2.77518750e-07,5.00000000e-03,1.91406250e-02,,2.77509375e-07,5.24999993e-03,,2.77509375e-07,1.03906253e-02
2.78318750e-07,9.40625000e-03,1.05468750e-02,,2.78309375e-07,1.68750004e-03,,2.78309375e-07,1.31249996e-02
2.79118750e-07,-2.81250000e-04,1.45312500e-02,,2.79109375e-07,5.43749984e-03,,2.79109375e-07,9.45312530e-03
2.79918750e-07,5.09375000e-03,6.48437500e-03,,2.79909375e-07,-4.12499998e-03,,2.79909375e-07,1.65624991e-02
2.80718750e-07,8.81250000e-03,7.50000000e-03,,2.80709375e-07,-1.09375000e-03,,2.80709375e-07,1.05468752e-02
2.81518750e-07,9.31250000e-03,1.40625000e-02,,2.81509375e-07,-1.56250002e-03,,2.81509375e-07,1.18749999e-02
2.82318750e-07,3.53125000e-03,9.84375000e-03,,2.82309375e-07,5.84375020e-03,,2.82309375e-07,9.29687545e-03
2.83118750e-07,5.87500000e-03,1.40625000e-02,,2.83109375e-07,-4.37500014e-04,,2.83109375e-07,1.05468752e-02
2.83918750e-07,8.18750000e-03,1.43750000e-02,,2.83909375e-07,9.68749984e-04,,2.83909375e-07,8.75000004e-03
2.84718750e-07,4.43750000e-03,2.65625000e-03,,2.84709375e-07,8.65625031e-03,,2.84709375e-07,9.92187485e-03
2.85518750e-07,2.43750000e-03,1.35156250e-02,,2.85509375e-07,2.12500012e-03,,2.85509375e-07,9.45312530e-03
2.86318750e-07,2.84375000e-03,1.12500000e-02,,2.86309375e-07,1.46874995e-03,,2.86309375e-07,1.58593748e-02
2.87118750e-07,7.71875000e-03,1.53125000e-02,,2.87109375e-07,-2.12500012e-03,,2.87109375e-07,1.05468752e-02
2.87918750e-07,5.65625000e-03,1.05468750e-02,,2.87909375e-07,6.28125016e-03,,2.87909375e-07,1.38281249e-02
